,results
1654,0.007188171
1655,0.8594909
1656,0.033196837
1657,0.031308085
1658,0.63769376
1659,0.02973625
1660,0.00796178
1661,0.091186255
1662,0.011696875
1663,0.007143587
1664,0.10855204
1665,0.5495393
1666,0.0021022558
1667,0.32414484
1668,0.5346282
1669,0.91330516
1670,0.6603117
1671,0.9358642
1672,0.817985
1673,0.76988816
1674,0.8945313
1675,0.6836574
1676,0.83420473
1677,0.4643331
1678,0.5140624
1679,0.6356029
1680,0.6344236
1681,0.4881706
1682,0.34692153
1683,0.17535353
1684,0.27260798
1685,0.2776149
1686,0.23301893
1687,0.45632428
1688,0.11001611
1689,0.16740286
1690,0.22038332
1691,0.0756093
1692,0.24550194
1693,0.046836585
1694,0.064599305
1695,0.006887585
1696,0.40117034
1697,0.052812994
1698,0.06125489
1699,0.046746135
1700,0.07620907
1701,0.04024741
1702,0.7992363
1703,0.003221184
1704,0.052743375
1705,0.19002175
1706,0.02018106
1707,0.7268654
1708,0.69527525
1709,0.44772482
1710,0.66530406
1711,0.42377314
1712,0.53012687
1713,0.41807866
1714,0.32853946
1715,0.39522895
1716,0.4219948
1717,0.5116652
1718,0.29893535
1719,0.30578786
1720,0.5308508
1721,0.30271834
1722,0.113689005
1723,0.1332446
1724,0.3090744
1725,0.10045859
1726,0.4307338
1727,0.10982898
1728,0.24706417
1729,0.18449795
1730,0.21384493
1731,0.12498021
1732,0.3404997
1733,0.6978053
1734,0.04248014
1735,0.22406936
1736,0.008702517
1737,0.02529195
1738,0.17920318
1739,0.062460393
1740,0.19650996
1741,0.05472529
1742,0.1981048
1743,0.006516874
1744,0.03855744
1745,0.048203856
1746,0.117334366
1747,0.19264376
1748,0.6884825
1749,0.83926976
1750,0.6577802
1751,0.8042089
1752,0.8440589
1753,0.7305805
1754,0.48100278
1755,0.88551825
1756,0.49744755
1757,0.38802993
1758,0.40149283
1759,0.52533644
1760,0.4664318
1761,0.63160545
1762,0.2275593
1763,0.33163595
1764,0.24030238
1765,0.28591025
1766,0.2505524
1767,0.6445329
1768,0.56429964
1769,0.39907947
1770,0.18834737
1771,0.39180136
1772,0.6608776
1773,0.30599684
1774,0.4351404
1775,0.5432711
1776,0.040504783
1777,0.06713876
1778,0.022052586
1779,0.087331116
1780,0.105068296
1781,0.018346041
1782,0.3541491
1783,0.12787494
1784,0.15481833
1785,0.43871033
1786,0.0024932027
1787,0.003501445
1788,0.0014726222
1789,0.9433896
1790,0.9463792
1791,0.91323054
1792,0.9080819
1793,0.691969
1794,0.551327
1795,0.5670395
1796,0.31561828
1797,0.34301025
1798,0.32671374
1799,0.394521
1800,0.9194388
1801,0.29853374
1802,0.14540827
1803,0.16646221
1804,0.123824775
1805,0.7290487
1806,0.27724564
1807,0.11387771
1808,0.6903869
1809,0.10034704
1810,0.12908062
1811,0.18523285
1812,0.11289823
1813,0.22140759
1814,0.174649
1815,0.548686
1816,0.085137516
1817,0.07208699
1818,0.08544013
1819,0.046290338
1820,0.7690861
1821,0.17406526
1822,0.04874876
1823,0.13117835
1824,0.0060872734
1825,0.073982865
1826,0.14815456
1827,0.07058099
1828,0.03557527
1829,0.03506583
1830,0.8270557
1831,0.83512783
1832,0.5670857
1833,0.91371554
1834,0.8810942
1835,0.5980419
1836,0.29181325
1837,0.41906297
1838,0.76834273
1839,0.8241586
1840,0.78957295
1841,0.21631145
1842,0.29549944
1843,0.6974225
1844,0.5003385
1845,0.7413233
1846,0.036397994
1847,0.3906863
1848,0.656126
1849,0.38817692
1850,0.4431908
1851,0.36375466
1852,0.1602019
1853,0.092490464
1854,0.058476567
1855,0.19397855
1856,0.86455005
1857,0.08869615
1858,0.05780965
1859,0.9649464
1860,0.44787902
1861,0.14719465
1862,0.9681225
1863,0.13012844
1864,0.04193458
1865,0.006763488
1866,0.013175786
1867,0.0098000765
1868,0.11735341
1869,0.008218318
1870,0.00025931
1871,0.29596096
1872,0.37209997
1873,0.6000073
1874,0.98992157
1875,0.17576322
1876,0.5509993
1877,0.30186433
1878,0.5530264
1879,0.6747774
1880,0.47054273
1881,0.37447175
1882,0.72179675
1883,0.9122571
1884,0.40094543
1885,0.1256082
1886,0.12712991
1887,0.66144973
1888,0.16572714
1889,0.055960625
1890,0.5425416
1891,0.05293575
1892,0.03063637
1893,0.008175999
1894,0.43758753
1895,0.29976934
1896,0.68927765
1897,0.8790487
1898,0.3719725
1899,0.039821714
1900,0.24889532
1901,0.028967291
1902,0.015184939
1903,0.4497958
1904,0.11460897
1905,0.8091409
1906,0.13850671
1907,0.093749225
1908,0.0034566224
1909,0.038432628
1910,0.04267198
1911,0.05499515
1912,0.13395298
1913,0.32096195
1914,0.35164297
1915,0.47545207
1916,0.73205245
1917,0.4807799
1918,0.6369668
1919,0.58765304
1920,0.9049604
1921,0.33011281
1922,0.47323808
1923,0.65918374
1924,0.25804847
1925,0.78352344
1926,0.9817784
1927,0.47514924
1928,0.18351963
1929,0.5771062
1930,0.073889405
1931,0.097156435
1932,0.75427544
1933,0.71244967
1934,0.032778382
1935,0.07402015
1936,0.42354614
1937,0.5807173
1938,0.6029365
1939,0.21726891
1940,0.040283382
1941,0.9315221
1942,0.25833803
1943,0.003975749
1944,0.039844483
1945,0.3798707
1946,0.032295555
1947,0.61026365
1948,0.0023631752
1949,0.005520642
1950,0.0597488
1951,0.009247243
1952,0.25475776
1953,0.7119496
1954,0.92762786
1955,0.7894311
1956,0.75771487
1957,0.60760933
1958,0.86557794
1959,0.3769664
1960,0.55432546
1961,0.31711662
1962,0.49844536
1963,0.47923422
1964,0.46748298
1965,0.3530342
1966,0.22853139
1967,0.120946825
1968,0.35658202
1969,0.49059007
1970,0.6243871
1971,0.5565116
1972,0.11384627
1973,0.23345786
1974,0.1312742
1975,0.17553264
1976,0.42007858
1977,0.40729257
1978,0.04298711
1979,0.07738602
1980,0.64980817
1981,0.0808233
1982,0.35738152
1983,0.26968133
1984,0.22939762
1985,0.05258158
1986,0.0666292
1987,0.06838879
1988,0.0070427656
1989,0.036865324
1990,0.0037975013
1991,0.03155309
1992,0.01148805
1993,0.5235072
1994,0.9882964
1995,0.98983216
1996,0.03331709
1997,0.9671572
1998,0.96652687
1999,0.91262347
2000,0.8972962
2001,0.7548556
2002,0.903002
2003,0.7590002
2004,0.8359353
2005,0.4309497
2006,0.9199632
2007,0.1591194
2008,0.18276167
2009,0.25236666
2010,0.19862285
2011,0.7754924
2012,0.667314
2013,0.2168136
2014,0.5417952
2015,0.52244854
2016,0.7049191
2017,0.89399767
2018,0.62254155
2019,0.056739986
2020,0.2983995
2021,0.02860102
2022,0.03420171
2023,0.01011163
2024,0.03601429
2025,0.0133962035
2026,0.0130444765
2027,0.15700248
2028,0.0027433932
2029,0.9855871
2030,0.010727257
2031,0.014842659
2032,0.01515466
2033,0.07219148
2034,0.020549923
2035,0.8861582
2036,0.94238496
2037,0.5878753
2038,0.5556899
2039,0.76274836
2040,0.4618659
2041,0.3750875
2042,0.5262031
2043,0.10246459
2044,0.8720614
2045,0.010703146
2046,0.23092648
2047,0.25125265
2048,0.8585211
2049,0.5035824
2050,0.79330146
2051,0.20911226
2052,0.23508903
2053,0.69761956
2054,0.15016589
2055,0.05326128
2056,0.23069885
2057,0.5285285
2058,0.38473737
2059,0.27791393
2060,0.03341174
2061,0.9643245
2062,0.14636365
2063,0.14851499
2064,0.5067844
2065,0.15675554
2066,0.025307238
2067,0.09559494
2068,0.027843237
2069,0.10851127
2070,0.9761819
2071,0.09780598
2072,0.15953594
2073,0.06370908
2074,0.04666388
2075,0.33577484
2076,0.6277496
2077,0.8117796
2078,0.18732867
2079,0.33704543
2080,0.12189728
2081,0.08859539
2082,0.75024664
2083,0.17655823
2084,0.58058524
2085,0.29729158
2086,0.23364952
2087,0.36576283
2088,0.057606548
2089,0.8487485
2090,0.20781383
2091,0.112653196
2092,0.6482008
2093,0.7572105
2094,0.10051042
2095,0.11342189
2096,0.22783521
2097,0.014177024
2098,0.25089377
2099,0.12185186
2100,0.08583146
2101,0.35939083
2102,0.03903249
2103,0.39041725
2104,0.1272682
2105,0.35753632
2106,0.03165838
2107,0.6753024
2108,0.29790097
2109,0.19110072
2110,0.038310736
2111,0.13698173
2112,0.9823125
2113,0.068928
2114,0.3878315
2115,0.15037602
2116,0.16300794
2117,0.9449208
2118,0.22912207
2119,0.45343006
2120,0.060482323
2121,0.21114892
2122,0.07580897
2123,0.25239617
2124,0.40358937
2125,0.048579693
2126,0.3622088
2127,0.03716755
2128,0.04325819
2129,0.015127569
2130,0.37743428
2131,0.06339511
2132,0.8387847
2133,0.12216908
2134,0.1199972
2135,0.51065195
2136,0.07183817
2137,0.039746195
2138,0.021762252
2139,0.19163936
2140,0.027576685
2141,0.58050853
2142,0.9093032
2143,0.52007663
2144,0.0071933866
2145,0.1328362
2146,0.04612893
2147,0.6627326
2148,0.99533516
2149,0.19797942
2150,0.0021759272
2151,0.14365515
2152,0.18272954
2153,0.014944762
2154,0.27273244
2155,0.94328666
2156,0.93149173
2157,0.028531492
2158,0.3952375
2159,0.53978366
2160,0.4491001
2161,0.6730773
2162,0.81930435
2163,0.6751336
2164,0.7504961
2165,0.36460006
2166,0.51471686
2167,0.21752724
2168,0.44237432
2169,0.72743773
2170,0.30819005
2171,0.07779649
2172,0.5545875
2173,0.15556774
2174,0.5502877
2175,0.44486493
2176,0.14196756
2177,0.15648893
2178,0.067891985
2179,0.79351544
2180,0.02868265
2181,0.25845793
2182,0.043409705
2183,0.015419632
2184,0.16164234
2185,0.8828877
2186,0.09282014
2187,0.23562181
2188,0.15555996
2189,0.3225382
2190,0.95596147
2191,0.12826914
2192,0.062323898
2193,0.10228929
2194,0.02206713
2195,0.1358909
2196,0.00045639277
2197,0.7672154
2198,0.039310098
2199,0.9218588
2200,0.9445151
2201,0.99789876
2202,0.9121442
2203,0.7814996
2204,0.750534
2205,0.6264947
2206,0.25898886
2207,0.5085819
2208,0.7584188
2209,0.1613884
2210,0.2164146
2211,0.5214386
2212,0.3536712
2213,0.46877173
2214,0.3190438
2215,0.6303021
2216,0.77366376
2217,0.07968822
2218,0.0730111
2219,0.51303345
2220,0.17772993
2221,0.35853833
2222,0.02339524
2223,0.8478434
2224,0.61987925
2225,0.09005913
2226,0.9989623
2227,0.020015508
2228,0.005622238
2229,0.006026298
2230,0.13468018
2231,0.66340613
2232,0.01802063
2233,0.0054620206
2234,0.0070939064
2235,0.0096131265
2236,0.010490388
2237,0.0129852
2238,0.004635006
2239,0.01582694
2240,0.0006368458
2241,0.19442284
2242,0.98491377
2243,0.4491521
2244,0.984329
2245,0.7678348
2246,0.48518234
2247,0.10485613
2248,0.11679062
2249,0.9329026
2250,0.2420479
2251,0.032173425
2252,0.97025955
2253,0.20604232
2254,0.43752518
2255,0.08011958
2256,0.29077035
2257,0.85435975
2258,0.0735783
2259,0.08607435
2260,0.046601295
2261,0.0076165497
2262,0.032583714
2263,0.6347281
2264,0.056622207
2265,0.026084125
2266,0.13170737
2267,0.072247684
2268,0.5499642
2269,0.04753816
2270,0.024226815
2271,0.1794304
2272,0.19612351
2273,0.8576121
2274,0.7382704
2275,0.83885187
2276,0.30278412
2277,0.5041347
2278,0.05444157
2279,0.6666636
2280,0.7795681
2281,0.28351367
2282,0.043084532
2283,0.2644619
2284,0.8067838
2285,0.1907681
2286,0.4201319
2287,0.92553794
2288,0.9304457
2289,0.24681583
2290,0.8296445
2291,0.15904364
2292,0.18049583
2293,0.13055989
2294,0.12501007
2295,0.45364463
2296,0.121471405
2297,0.3375924
2298,0.04129213
2299,0.04543838
2300,0.22181103
2301,0.0783906
2302,0.5117315
2303,0.15052015
2304,0.06280315
2305,0.30961227
2306,0.035962343
2307,0.20216998
2308,0.39920694
2309,0.16104975
2310,0.58361834
2311,0.1238668
2312,0.80833316
2313,0.005598128
2314,0.27802575
2315,0.23397103
2316,0.066080034
2317,0.5867508
2318,0.22170514
2319,0.96586233
2320,0.371776
2321,0.5964665
2322,0.32857153
2323,0.079644084
2324,0.12498474
2325,0.7801366
2326,0.29151702
2327,0.84434354
2328,0.8124275
2329,0.56100047
2330,0.891623
2331,0.1589098
2332,0.30428025
2333,0.25306195
2334,0.11991322
2335,0.54394114
2336,0.111056596
2337,0.03872809
2338,0.16742125
2339,0.27299237
2340,0.38356036
2341,0.14543614
2342,0.3957398
2343,0.5665875
2344,0.1290378
2345,0.16870648
2346,0.10208106
2347,0.047259003
2348,0.587402
2349,0.16218549
2350,0.13765618
2351,0.407271
2352,0.4497124
2353,0.2861395
2354,0.31983548
2355,0.3662637
2356,0.5056009
2357,0.02817294
2358,0.13107401
2359,0.24037302
2360,0.86175
2361,0.012786388
2362,0.09522614
2363,0.2591711
2364,0.17367813
2365,0.070047766
2366,0.1213139
2367,0.96095705
2368,0.5782212
2369,0.1494934
2370,0.19187117
2371,0.036120057
2372,0.8148451
2373,0.206976
2374,0.053637594
2375,0.16250214
2376,0.07117331
2377,0.057629257
2378,0.03259489
2379,0.21853593
2380,0.015749782
2381,0.008786231
2382,0.09371823
2383,0.970886
2384,0.30019587
2385,0.3015136
2386,0.048553377
2387,0.039659917
2388,0.6388148
2389,0.084124565
2390,0.09813452
2391,0.7224928
2392,0.0022538602
2393,0.7790273
2394,0.76035863
2395,0.85391265
2396,0.9819259
2397,0.9961314
2398,0.20673281
2399,0.3664337
2400,0.16117436
2401,0.4114166
2402,0.97269464
2403,0.0044579506
2404,0.9297374
2405,0.0456526
2406,0.679227
2407,0.3949761
2408,0.15423611
2409,0.6779084
2410,0.7520536
2411,0.6956462
2412,0.3950968
2413,0.18176794
2414,0.17316476
2415,0.32112405
2416,0.3750832
2417,0.09259337
2418,0.47959578
2419,0.79613197
2420,0.44928056
2421,0.3847862
2422,0.010579586
2423,0.016147971
2424,0.77390677
2425,0.083346516
2426,0.3881865
2427,0.39544386
2428,0.0047338307
2429,0.17715251
2430,0.012373209
2431,0.8908937
2432,0.012369961
2433,0.06060317
2434,0.99118185
2435,0.06556326
2436,0.80789
2437,0.035040468
2438,0.12915957
2439,0.796552
2440,0.09231964
2441,0.25677565
2442,0.100233346
2443,0.062055707
2444,0.96572983
2445,0.013011813
2446,0.113375396
2447,0.03292021
2448,0.24036586
2449,0.0843814
2450,0.00043082237
2451,0.14825365
2452,0.13047954
2453,0.32888728
2454,0.33453456
2455,0.083028376
2456,0.31041938
2457,0.38770556
2458,0.15492353
2459,0.82272774
2460,0.10933876
2461,0.35617626
2462,0.12796405
2463,0.9881983
2464,0.08643758
2465,0.3777835
2466,0.034451067
2467,0.33081463
2468,0.19981983
2469,0.34386885
2470,0.22030771
2471,0.20487922
2472,0.107635826
2473,0.5760479
2474,0.08972037
2475,0.020417392
2476,0.06151679
2477,0.04816407
2478,0.007662028
2479,0.18058434
2480,0.07019144
2481,0.5752556
2482,0.99859107
2483,0.035780877
2484,0.4913833
2485,0.06311646
2486,0.8113402
2487,0.4601021
2488,0.35332775
2489,0.008123606
2490,0.86880887
2491,0.3229364
2492,0.12073988
2493,0.5486547
2494,0.70444006
2495,0.8689234
2496,0.6053852
2497,0.44518897
2498,0.3204019
2499,0.23404676
2500,0.27620706
2501,0.13112032
2502,0.45710155
2503,0.57702863
2504,0.19090667
2505,0.120600045
2506,0.09924999
2507,0.26965046
2508,0.031580627
2509,0.40510604
2510,0.35648358
2511,0.095903605
2512,0.12652624
2513,0.031175971
2514,0.03568062
2515,0.38440904
2516,0.049761415
2517,0.14367652
2518,0.14483598
2519,0.021201879
2520,0.29368228
2521,0.030925274
2522,0.047461957
2523,0.21348637
2524,0.623824
2525,0.10084179
2526,0.51494634
2527,0.08323416
2528,0.036576897
2529,0.077635616
2530,0.0
2531,0.019836903
2532,0.848746
2533,0.02814889
2534,0.10470042
2535,0.40215766
2536,0.32299167
2537,0.98765284
2538,0.5536781
2539,0.20095512
2540,0.30569625
2541,0.7244398
2542,0.33004022
2543,0.35216808
2544,0.81926715
2545,0.3725573
2546,0.24695629
2547,0.36187905
2548,0.041655958
2549,0.5575938
2550,0.35444748
2551,0.13927081
2552,0.06252763
2553,0.13508391
2554,0.1627987
2555,0.09737167
2556,0.008350253
2557,0.24141046
2558,0.41934717
2559,0.020225734
2560,0.092109054
2561,0.013398081
2562,0.053102493
2563,0.038653165
2564,0.034626007
2565,0.070105374
2566,0.4639668
2567,0.0
2568,0.08928126
2569,0.17077395
2570,0.16523343
2571,0.074454695
2572,0.14007193
2573,0.05055499
2574,0.015958995
2575,0.1393491
2576,0.081291705
2577,0.67161167
2578,0.30271947
2579,0.3399448
2580,0.38206023
2581,0.14113656
2582,0.06527716
2583,0.6023633
2584,0.24169472
2585,0.63998693
2586,0.08551052
2587,0.19539863
2588,0.32660985
2589,0.854701
2590,0.6603689
2591,0.12805846
2592,0.19187284
2593,0.32888266
2594,0.16074139
2595,0.6523809
2596,0.089664996
2597,0.67601466
2598,0.386351
2599,0.2677148
2600,0.03963408
2601,0.36549816
2602,0.031139374
2603,0.21061608
2604,0.030572236
2605,0.06799576
2606,0.3585354
2607,0.051104605
2608,0.14266413
2609,0.04571569
2610,0.6645665
2611,0.0
2612,0.9269937
2613,0.10848501
2614,0.04059595
2615,0.09936902
2616,0.031222045
2617,0.75736725
2618,0.26258367
2619,0.5004795
2620,0.028449446
2621,0.17546126
2622,0.33002234
2623,0.71842563
2624,0.91458136
2625,0.6622643
2626,0.34403515
2627,0.1896671
2628,0.2110126
2629,0.6665679
2630,0.7812321
2631,0.46843356
2632,0.99200106
2633,0.5358251
2634,0.56182754
2635,0.3144649
2636,0.52166927
2637,0.12349966
2638,0.08838111
2639,0.15475655
2640,0.124301314
2641,0.07077485
2642,0.41333425
2643,0.46036482
2644,0.02064842
2645,0.19529197
2646,0.03688073
2647,0.06405422
2648,0.15050864
2649,0.01102981
2650,0.38905683
2651,0.27216053
2652,0.026687205
2653,0.0
2654,0.27876782
2655,0.29994482
2656,0.01963374
2657,0.63251925
2658,0.15086368
2659,0.050981224
2660,0.092544496
2661,0.009746462
2662,0.30291864
2663,0.04026571
2664,0.53635573
2665,0.5765686
2666,0.7272384
2667,0.79146206
2668,0.34843773
2669,0.53619474
2670,0.5992417
2671,0.8373488
2672,0.82885575
2673,0.9019798
2674,0.3289354
2675,0.18432936
2676,0.13326666
2677,0.13943124
2678,0.11560461
2679,0.16621107
2680,0.25981414
2681,0.074712545
2682,0.29717797
2683,0.83877826
2684,0.34765735
2685,0.04417813
2686,0.05392304
2687,0.07520214
2688,0.15257871
2689,0.06869316
2690,0.054110557
2691,0.11977261
2692,0.0
2693,0.24869817
2694,0.012976497
2695,0.2607333
2696,0.1065574
2697,0.46398288
2698,0.3005369
2699,0.0597184
2700,0.672398
2701,0.15532708
2702,0.029986292
2703,0.02621907
2704,0.055098444
2705,0.018162549
2706,0.041762978
2707,0.75690323
2708,0.89139223
2709,0.36917648
2710,0.4597988
2711,0.40128976
2712,0.62054694
2713,0.45729494
2714,0.4469542
2715,0.46597287
2716,0.56279033
2717,0.3456778
2718,0.5075041
2719,0.3173715
2720,0.20099303
2721,0.21847406
2722,0.1903846
2723,0.20687169
2724,0.36250588
2725,0.51205087
2726,0.5272622
2727,0.25515994
2728,0.13066754
2729,0.08164376
2730,0.1356583
2731,0.08444467
2732,0.2685231
2733,0.104540855
2734,0.019534767
2735,0.06735185
2736,0.0
2737,0.02755639
2738,0.3589905
2739,0.01704809
2740,0.4135693
2741,0.10209939
2742,0.16195694
2743,0.91903937
2744,0.15756524
2745,0.0025094748
2746,0.53844285
2747,0.16662362
2748,0.16067442
2749,0.023455977
2750,0.30676925
2751,0.0075672865
2752,0.9643325
2753,0.6405236
2754,0.9563613
2755,0.50087696
2756,0.63121605
2757,0.63938403
2758,0.5272099
2759,0.28292787
2760,0.24207276
2761,0.61010855
2762,0.26816392
2763,0.64179397
2764,0.23620898
2765,0.42181098
2766,0.635206
2767,0.09960833
2768,0.15432993
2769,0.22923172
2770,0.06441653
2771,0.050288588
2772,0.08949903
2773,0.075755924
2774,0.08493334
2775,0.12545821
2776,0.056099415
2777,0.031257987
2778,0.101005316
2779,0.039717913
2780,0.0
2781,0.33317068
2782,0.023475438
2783,0.6615598
2784,0.07730931
2785,0.09881291
2786,0.6762922
2787,0.20184225
2788,0.24324468
2789,0.043823272
2790,0.32400268
2791,0.024161339
2792,0.029579967
2793,0.14184368
2794,0.0225828
2795,0.32074475
2796,0.06556702
2797,0.47168967
2798,0.7059072
2799,0.8528528
2800,0.8529241
2801,0.7977232
2802,0.4463274
2803,0.46475562
2804,0.6471896
2805,0.19334355
2806,0.39172566
2807,0.4288299
2808,0.19248843
2809,0.53080577
2810,0.24288711
2811,0.19381484
2812,0.4568778
2813,0.27203315
2814,0.076479554
2815,0.41991976
2816,0.12627319
2817,0.22474727
2818,0.24963114
2819,0.16226092
2820,0.1449126
2821,0.051120907
2822,0.1153537
2823,0.16039914
2824,0.26502395
2825,0.05900821
2826,0.11703837
2827,0.23011151
2828,0.18318492
2829,0.0
2830,0.032001466
2831,0.35240233
2832,0.17918259
2833,0.053816795
2834,0.11068687
2835,0.17672351
2836,0.0016790926
2837,0.18634167
2838,0.3832975
2839,0.089046836
2840,0.08627546
2841,0.019616693
2842,0.21377647
2843,0.34935212
2844,0.55634844
2845,0.38382137
2846,0.90895164
2847,0.27726656
2848,0.6390272
2849,0.4745499
2850,0.8699137
2851,0.5690291
2852,0.6309062
2853,0.08522859
2854,0.376265
2855,0.24761605
2856,0.31520486
2857,0.28370124
2858,0.16814339
2859,0.04289323
2860,0.055990845
2861,0.22263193
2862,0.6932272
2863,0.14438224
2864,0.5168115
2865,0.31384617
2866,0.048398376
2867,0.11242944
2868,0.3121463
2869,0.20199946
2870,0.012846708
2871,0.010716796
2872,0.093823254
2873,0.28610408
2874,0.015745014
2875,0.015820682
2876,0.6112561
2877,0.18402389
2878,0.06686184
2879,0.0
2880,0.075733215
2881,0.5646163
2882,0.49345282
2883,0.072339565
2884,0.20831054
2885,0.4514322
2886,0.031609595
2887,0.19388515
2888,0.4635787
2889,0.5479316
2890,0.7096802
2891,0.9136604
2892,0.5047814
2893,0.8352357
2894,0.9943083
2895,0.41829026
2896,0.5038564
2897,0.90263104
2898,0.64262223
2899,0.3680243
2900,0.33273733
2901,0.5244362
2902,0.1214892
2903,0.11379066
2904,0.42046914
2905,0.53651696
2906,0.10837248
2907,0.052155226
2908,0.0763596
2909,0.15884298
2910,0.54583305
2911,0.38623163
2912,0.03091675
2913,0.04680121
2914,0.32318032
2915,0.24840179
2916,0.05863893
2917,0.21831223
2918,0.08804351
2919,0.18777749
2920,0.05486843
2921,0.11052391
2922,0.03813538
2923,0.027834147
2924,0.02566275
2925,0.6975338
2926,0.26122868
2927,0.060301185
2928,0.08228806
2929,0.9094904
2930,0.0
2931,0.011700898
2932,0.6937107
2933,0.64050627
2934,0.7127617
2935,0.51827925
2936,0.61498564
2937,0.7327309
2938,0.49954593
2939,0.3588066
2940,0.3005393
2941,0.21952045
2942,0.30547836
2943,0.30632636
2944,0.17221573
2945,0.110147744
2946,0.44370645
2947,0.2511747
2948,0.26274058
2949,0.26845655
2950,0.10908818
2951,0.056360006
2952,0.07243863
2953,0.14799252
2954,0.04769072
2955,0.1200712
2956,0.034275204
2957,0.4591186
2958,0.29820937
2959,0.7989129
2960,0.015284091
2961,0.068875045
2962,0.08686352
2963,0.009490967
2964,0.98070836
2965,0.121668756
2966,0.07803759
2967,0.18727425
2968,0.0024462044
2969,0.3858407
2970,0.06470007
2971,0.9934783
2972,0.032476306
2973,0.2216936
2974,0.18580142
2975,0.0
2976,0.030404657
2977,0.46739835
2978,0.91479516
2979,0.35921645
2980,0.43531913
2981,0.22768435
2982,0.37906843
2983,0.35451275
2984,0.40738064
2985,0.5239941
2986,0.35066193
2987,0.21112907
2988,0.12722477
2989,0.19012812
2990,0.13108963
2991,0.9113297
2992,0.083979994
2993,0.17703393
2994,0.2694643
2995,0.22177309
2996,0.10836372
2997,0.105617076
2998,0.06294894
2999,0.4115552
3000,0.08922213
3001,0.18206137
3002,0.39128336
3003,0.38365558
3004,0.10672328
3005,0.40411726
3006,0.06416452
3007,0.25053293
3008,0.7402707
3009,0.13618925
3010,0.77930754
3011,0.18436202
3012,0.08214021
3013,0.087073624
3014,0.16229406
3015,0.57770514
3016,0.4990252
3017,0.051880658
3018,0.306507
3019,0.019241631
3020,0.20983642
3021,1.3303003e-14
3022,0.01624329
