round_epochs,val_loss,val_acc,loss,acc,first_layer,second_layer,batch_size,epochs
40,0.287743774,0.913525499,0.281213745,0.896289249,512,256,128,40
160,0.317418385,0.898004434,0.285697397,0.896289249,32,128,256,160
160,0.292138654,0.895787129,0.27585222,0.895337774,256,64,512,160
80,0.281901364,0.903547672,0.281609972,0.894386299,64,128,128,80
80,0.310713281,0.900221729,0.282643273,0.894386298,8,64,64,80
160,0.314444954,0.885809303,0.284258889,0.893434825,128,512,512,160
160,0.313089369,0.890243903,0.288934038,0.892007612,32,16,256,160
80,0.29994279,0.888026608,0.279476562,0.892007611,32,32,64,80
80,0.292722932,0.888026608,0.276497842,0.891531875,128,8,128,80
40,0.299335623,0.893569845,0.27891516,0.891056137,256,8,64,40
80,0.338360831,0.885809314,0.295500044,0.889628926,256,128,256,80
160,0.301409439,0.888026608,0.278015521,0.889628925,16,16,128,160
160,0.318736467,0.883592021,0.298965969,0.889628924,512,8,512,160
40,0.271402392,0.896895787,0.274966599,0.88867745,256,16,64,40
160,0.334020438,0.885809316,0.296970523,0.887250238,128,128,512,160
80,0.307613041,0.876940133,0.295893727,0.8867745,128,16,128,80
80,0.325184988,0.88691796,0.288834884,0.8867745,16,512,128,80
80,0.335803411,0.878048782,0.298370055,0.885823026,512,32,256,80
40,0.311394682,0.875831486,0.298622704,0.885347289,512,64,128,40
80,0.319601737,0.874722838,0.294304378,0.88487155,64,32,128,80
80,0.31567331,0.879157428,0.290121646,0.883920077,64,64,128,80
320,0.323643727,0.883592021,0.29803549,0.883444339,16,64,512,320
80,0.297983661,0.87804878,0.280963471,0.883444339,8,512,128,80
160,0.33736903,0.872505546,0.299541413,0.882968602,64,512,512,160
160,0.354095448,0.864745014,0.309623212,0.882968601,128,64,512,160
160,0.314876028,0.878048783,0.286947646,0.882492863,16,512,256,160
40,0.343511066,0.888026607,0.31138786,0.882017126,128,64,64,40
160,0.320273215,0.885809311,0.293182832,0.87963844,16,64,256,160
80,0.324436867,0.872505543,0.314857214,0.878686965,32,8,64,80
40,0.340776118,0.893569845,0.320473385,0.878211228,512,128,128,40
160,0.354369331,0.845898008,0.305797357,0.878211228,32,64,256,160
40,0.40389816,0.879157428,0.340797519,0.878211227,256,512,128,40
160,0.320349316,0.864745013,0.300129018,0.87773549,64,8,256,160
40,0.336941606,0.888026608,0.311309829,0.87773549,64,128,64,40
80,0.411122964,0.87472284,0.335183547,0.876784016,128,512,256,80
80,0.34141397,0.889135255,0.297510993,0.876784015,64,512,256,80
80,0.348345044,0.868070954,0.329356191,0.876784015,256,64,256,80
320,0.342899886,0.85365854,0.316533982,0.876308277,32,16,512,320
40,0.343375067,0.871396896,0.310949496,0.875832541,64,32,64,40
80,0.328202076,0.866962306,0.307194825,0.875356803,8,32,64,80
160,0.343605445,0.861419071,0.322599061,0.874881066,16,128,256,160
40,0.351002259,0.863636364,0.305382999,0.874881065,16,512,64,40
320,0.338352466,0.856984483,0.309348342,0.874405328,8,512,512,320
320,0.335972996,0.859201777,0.311900331,0.872026641,32,64,512,320
160,0.331962836,0.85698448,0.317199772,0.871550905,8,256,256,160
80,0.345873398,0.858093128,0.320976965,0.87059943,128,256,256,80
40,0.337226285,0.888026608,0.323261662,0.870599429,128,16,64,40
80,0.332328665,0.852549892,0.320251343,0.869172216,512,8,256,80
160,0.358504193,0.848115303,0.320075234,0.868220743,16,256,256,160
40,0.375073661,0.865853659,0.341512556,0.867745004,64,256,64,40
80,0.3553079,0.866962306,0.327625935,0.867269268,64,16,128,80
80,0.369556844,0.838137476,0.332258423,0.867269268,256,32,256,80
80,0.352328694,0.855875831,0.327688218,0.867269267,32,128,128,80
80,0.341134697,0.862527716,0.326442327,0.86679353,16,256,128,80
160,0.365956983,0.851441246,0.334269714,0.866317793,32,32,256,160
160,0.350007475,0.865853649,0.332637184,0.865842056,128,32,512,160
160,0.343774817,0.859201774,0.325695311,0.865366317,8,8,128,160
40,0.356132179,0.859201774,0.33588869,0.865366317,256,256,128,40
40,0.411339248,0.874722838,0.361475992,0.86489058,256,128,128,40
40,0.369063703,0.864745011,0.356300981,0.863463368,128,32,64,40
160,0.365230862,0.847006655,0.338487462,0.862036156,256,8,512,160
160,0.375575108,0.835920168,0.343478725,0.860608945,32,512,512,160
80,0.356718159,0.853658537,0.335734021,0.860608945,32,32,128,80
20,0.391305407,0.868070953,0.359943414,0.860608944,512,512,64,20
40,0.350988287,0.856984479,0.344768255,0.860133207,512,32,128,40
160,0.379692484,0.830376944,0.344613032,0.860133207,16,128,512,160
40,0.362469255,0.852549889,0.338991419,0.860133207,32,256,64,40
160,0.392541995,0.842572053,0.353086544,0.859181732,64,128,512,160
160,0.383598143,0.842572053,0.351996076,0.858705995,128,8,512,160
40,0.356008849,0.858093126,0.34104473,0.858705994,128,8,64,40
80,0.383113777,0.838137469,0.342421353,0.858705994,128,128,256,80
320,0.372256548,0.839246111,0.350298944,0.857278782,16,32,512,320
160,0.3619264,0.848115303,0.342452328,0.857278782,32,8,256,160
80,0.369354921,0.840354765,0.341862844,0.857278782,256,16,256,80
320,0.345266137,0.850332598,0.332733434,0.856803044,8,32,256,320
20,0.392008002,0.854767184,0.37698003,0.856327308,512,64,64,20
40,0.38240569,0.849223947,0.358738921,0.856327307,256,64,128,40
160,0.376808314,0.845897995,0.353580195,0.85585157,256,16,512,160
80,0.444268747,0.840354771,0.378451201,0.855375833,512,256,512,80
160,0.381802364,0.847006656,0.358002479,0.854424358,64,256,512,160
40,0.353382355,0.852549889,0.357445873,0.853948621,512,16,128,40
80,0.374240304,0.850332594,0.344089623,0.85394862,16,8,64,80
80,0.394980477,0.828159645,0.353860376,0.85394862,16,128,128,80
80,0.401816972,0.8436807,0.371056008,0.852997146,512,128,512,80
80,0.373236073,0.835920169,0.348072697,0.852997146,512,64,512,80
160,0.410977548,0.811529925,0.381878227,0.851569933,64,8,512,160
160,0.407288222,0.834811521,0.387499633,0.851094197,128,16,512,160
320,0.378952552,0.831485592,0.358609456,0.850618459,32,8,512,320
80,0.399026152,0.82594235,0.349222104,0.850618459,8,256,128,80
160,0.367070835,0.852549892,0.352924132,0.850618459,8,64,256,160
160,0.389158907,0.834811534,0.36904162,0.850618458,16,512,512,160
40,0.379557075,0.852549889,0.366688493,0.850142722,512,8,128,40
40,0.429279665,0.84368071,0.386539828,0.849666985,128,512,128,40
80,0.406451931,0.831485588,0.373288646,0.849666983,64,8,128,80
20,0.391812503,0.841463415,0.405376744,0.849191246,512,128,64,20
160,0.373425355,0.842572066,0.3503772,0.84871551,16,32,256,160
40,0.416493946,0.828159645,0.369769417,0.848715509,16,256,64,40
80,0.398749321,0.838137469,0.368957727,0.848715509,64,256,256,80
40,0.427161865,0.83481153,0.37003902,0.848239772,64,16,64,40
160,0.391153605,0.832594239,0.360750655,0.848239772,64,64,512,160
20,0.428930354,0.860310421,0.399122463,0.847764035,512,256,64,20
160,0.369564965,0.837028822,0.355544026,0.847764035,8,128,256,160
80,0.417836438,0.844789357,0.372894729,0.847764034,32,64,128,80
40,0.413077345,0.859201774,0.364120379,0.847288297,32,512,64,40
80,0.393035342,0.837028829,0.357275835,0.847288296,512,512,512,80
320,0.382932991,0.840354771,0.356336295,0.84681256,8,128,512,320
320,0.397834181,0.822616412,0.367304103,0.846336823,16,16,512,320
40,0.404062533,0.842572062,0.372463461,0.844433873,32,128,64,40
160,0.430356522,0.814855868,0.393519133,0.843958135,64,32,512,160
80,0.431488197,0.818181815,0.399725228,0.843006661,128,16,256,80
20,0.392225902,0.828159645,0.379933165,0.842530923,512,32,64,20
40,0.459337504,0.829268293,0.389761032,0.842530923,64,64,64,40
80,0.429986489,0.810421291,0.408806129,0.842530923,256,512,512,80
80,0.42942478,0.82815965,0.392913658,0.842055186,512,16,512,80
40,0.401314689,0.847006652,0.380437675,0.842055186,64,8,64,40
40,0.408541605,0.827050998,0.376574223,0.842055185,256,16,128,40
40,0.396827083,0.83924612,0.3839845,0.841579449,256,32,128,40
20,0.474520379,0.82594235,0.417473908,0.841579448,256,512,64,20
80,0.404766366,0.832594232,0.381708218,0.84110371,128,32,256,80
80,0.405072334,0.823725051,0.382344462,0.840627974,128,64,256,80
160,0.412487868,0.81485588,0.388823872,0.840152237,32,64,512,160
80,0.40565379,0.828159645,0.383062708,0.840152235,16,16,64,80
80,0.404361867,0.824833703,0.379425374,0.839676499,8,128,128,80
40,0.436230387,0.853658536,0.386385461,0.839200762,128,256,128,40
80,0.408366082,0.832594235,0.381385974,0.839200761,16,64,128,80
20,0.386513405,0.818181818,0.379547197,0.838725024,512,8,64,20
20,0.420476468,0.83924612,0.389519109,0.838725023,512,16,64,20
160,0.418697994,0.818181823,0.37842166,0.837773549,32,256,512,160
40,0.461888999,0.818181815,0.432281994,0.836822075,512,16,256,40
320,0.416060335,0.803769397,0.398486086,0.836346337,16,8,256,320
40,0.507561882,0.812638581,0.414992796,0.834443387,512,512,256,40
40,0.432028927,0.811529931,0.40922593,0.83396765,512,64,256,40
320,0.420745182,0.819290461,0.398951396,0.83396765,8,8,256,320
320,0.411690734,0.815964515,0.393578442,0.832540438,16,8,512,320
40,0.411890816,0.820399113,0.395877577,0.832540438,16,128,64,40
80,0.41584178,0.793791572,0.392765931,0.8320647,256,8,256,80
40,0.444351579,0.820399113,0.421739817,0.831113226,128,128,128,40
320,0.418658376,0.807095349,0.402459685,0.829686014,8,16,512,320
20,0.447963245,0.849223947,0.436937894,0.829686013,256,256,64,20
160,0.43785214,0.811529926,0.406998036,0.829210277,64,16,512,160
40,0.445453658,0.813747225,0.411610063,0.828258801,512,32,256,40
40,0.492079453,0.815964526,0.439334533,0.827783064,512,256,256,40
40,0.446855635,0.822616408,0.413374166,0.827307327,128,64,128,40
40,0.418206894,0.817073171,0.401633738,0.826831588,8,128,64,40
80,0.444585325,0.809312636,0.42237479,0.826355852,64,64,256,80
40,0.424486219,0.813747228,0.397652592,0.826355852,8,512,64,40
80,0.481844229,0.819290457,0.439834218,0.825880115,256,256,512,80
20,0.45445935,0.83037694,0.429542971,0.825880114,256,32,64,20
40,0.442830774,0.794900222,0.426062307,0.825404378,32,512,128,40
20,0.480778417,0.831485587,0.446474373,0.825404377,256,128,64,20
160,0.455052659,0.802660746,0.423172631,0.825404377,32,128,512,160
40,0.420639394,0.822616408,0.407127704,0.825404377,32,64,64,40
80,0.436766226,0.803769401,0.412256295,0.824928639,32,16,128,80
20,0.484397587,0.7827051,0.439115905,0.824928639,128,512,64,20
80,0.450556961,0.807095336,0.423872836,0.823977165,512,32,512,80
80,0.454516242,0.809312634,0.420417172,0.823977164,32,256,256,80
80,0.432818835,0.814855871,0.410430273,0.823501428,32,512,256,80
40,0.442310918,0.820399113,0.422114783,0.822549953,64,512,128,40
40,0.477506646,0.799334811,0.4393699,0.822074215,128,16,128,40
40,0.445597874,0.8037694,0.425112515,0.821122741,512,128,256,40
40,0.46209363,0.787139689,0.431613691,0.820647003,256,8,128,40
40,0.426900041,0.817073171,0.414136711,0.820647003,8,256,64,40
160,0.461465188,0.790465634,0.429657393,0.820647003,16,16,256,160
80,0.463480748,0.804878046,0.431154235,0.819219791,64,16,256,80
40,0.494160533,0.805986696,0.458418334,0.818268317,64,256,128,40
80,0.500276277,0.809312631,0.439387792,0.817792579,128,512,512,80
40,0.443013837,0.809312639,0.420865726,0.817316842,16,64,64,40
160,0.453775663,0.789356985,0.42435909,0.816841104,8,32,256,160
160,0.454696613,0.791574278,0.432648607,0.816841103,16,8,256,160
40,0.462801286,0.784922395,0.426230121,0.816841103,16,16,64,40
160,0.450937079,0.787139687,0.425080406,0.816365366,8,16,256,160
80,0.491478333,0.796008866,0.441754789,0.815413892,64,128,256,80
20,0.511131627,0.819290465,0.44193215,0.815413892,128,128,64,20
80,0.438465767,0.810421286,0.419584671,0.815413891,8,8,64,80
20,0.489508645,0.800443459,0.453214851,0.815413891,64,512,64,20
40,0.449061077,0.803769401,0.430045821,0.814938155,128,8,128,40
20,0.452672489,0.831485588,0.452408619,0.814938155,256,16,64,20
320,0.451093551,0.800443451,0.433669767,0.814462417,8,32,512,320
80,0.465004867,0.808203996,0.447683327,0.814462416,256,64,512,80
20,0.473628027,0.797117516,0.443024711,0.81398668,256,8,64,20
80,0.460451885,0.790465632,0.434541715,0.81398668,64,32,256,80
40,0.466703595,0.804878049,0.451677193,0.813035204,128,32,128,40
80,0.468983386,0.804878054,0.448352474,0.811607993,512,8,512,80
80,0.461054811,0.790465631,0.43247529,0.811607992,128,8,256,80
20,0.517402893,0.809312638,0.464995518,0.811132255,128,256,64,20
160,0.478498664,0.77494456,0.442229732,0.811132255,8,128,512,160
80,0.494044695,0.787139682,0.459888132,0.811132254,256,128,512,80
40,0.481462744,0.798226164,0.437660302,0.809705044,32,32,64,40
40,0.459498129,0.791574279,0.446225249,0.80827783,16,32,64,40
40,0.447945759,0.792682927,0.429857288,0.807802094,32,16,64,40
320,0.479792497,0.778270503,0.450001097,0.807802093,8,64,512,320
80,0.48354748,0.766075388,0.447155919,0.806374881,16,8,128,80
160,0.482463037,0.789356977,0.447266874,0.805899144,8,256,512,160
80,0.480302524,0.770509978,0.445035284,0.805423406,32,8,128,80
80,0.484184669,0.777161855,0.451784795,0.803996194,256,16,512,80
40,0.528985007,0.769401332,0.483719589,0.803044719,128,256,256,40
80,0.487121726,0.762749449,0.455763157,0.802568982,16,128,256,80
80,0.513254204,0.784922401,0.479239029,0.802093245,128,128,512,80
160,0.499465017,0.757206202,0.468243444,0.801617508,32,16,512,160
20,0.528721034,0.799334811,0.466114806,0.801617507,512,128,128,20
40,0.480318575,0.789356984,0.467030662,0.801141769,64,64,128,40
40,0.509698171,0.796008865,0.472787168,0.800666033,256,512,256,40
20,0.534343762,0.787139689,0.478223895,0.800666033,512,512,128,20
40,0.499404484,0.779379157,0.466343078,0.800666032,64,32,128,40
80,0.477807358,0.780487804,0.450739255,0.800190295,32,128,256,80
40,0.509061091,0.784922396,0.478545264,0.799714558,256,16,256,40
80,0.495057768,0.778270511,0.461375785,0.799714557,64,8,256,80
80,0.480454924,0.780487798,0.449971227,0.79923882,128,256,512,80
40,0.534660008,0.778270507,0.48867363,0.79923882,256,256,256,40
20,0.531779,0.815964523,0.480311165,0.798287345,256,64,64,20
20,0.482743646,0.797117517,0.453254941,0.797811609,512,16,128,20
20,0.556194682,0.792682927,0.487620316,0.797811608,64,128,64,20
80,0.470000382,0.792682922,0.44728292,0.79733587,32,32,256,80
20,0.504797658,0.798226164,0.461812409,0.796860134,128,16,64,20
40,0.517842609,0.761640802,0.479133583,0.795908659,128,512,256,40
160,0.501457547,0.757206202,0.46431699,0.794957183,16,256,512,160
80,0.479935481,0.768292687,0.461998867,0.794481446,32,64,256,80
80,0.48000525,0.7827051,0.459711617,0.793054234,8,16,64,80
80,0.521389333,0.75942351,0.485300216,0.79210276,64,256,512,80
20,0.487864376,0.77827051,0.466247475,0.792102759,512,64,128,20
40,0.477065902,0.766075388,0.450354926,0.792102759,32,8,64,40
40,0.48950883,0.768292683,0.455472135,0.791627022,16,8,64,40
160,0.505904151,0.777161869,0.46859711,0.791627021,8,512,512,160
40,0.560707051,0.786031042,0.50087054,0.791151285,32,256,128,40
80,0.49718072,0.77383592,0.45987938,0.79019981,16,32,128,80
40,0.527004555,0.76274945,0.494089205,0.790199809,256,128,256,40
20,0.501401302,0.77827051,0.476735663,0.789724072,64,8,64,20
20,0.50353491,0.770509978,0.463543839,0.788772598,512,32,128,20
80,0.499205149,0.754988917,0.467195746,0.788772597,16,256,256,80
40,0.499295095,0.754988917,0.469449014,0.788772597,256,32,256,40
80,0.525807746,0.757206215,0.487862982,0.787821123,256,32,512,80
80,0.501887167,0.763858092,0.462253986,0.787345385,16,512,256,80
80,0.507286434,0.756097567,0.475270188,0.786869648,128,16,512,80
20,0.556732106,0.771618625,0.478124164,0.786393911,128,64,64,20
20,0.538285898,0.762749446,0.494267837,0.784966699,128,32,64,20
80,0.58161094,0.751662978,0.554157125,0.782588012,64,512,512,80
160,0.503205705,0.749445683,0.470891332,0.782112274,32,8,512,160
20,0.548636456,0.758314856,0.508842667,0.780685062,256,512,128,20
80,0.503430696,0.739467849,0.477531104,0.77925785,16,16,128,80
80,0.527996366,0.767184029,0.480873014,0.778782113,128,64,512,80
40,0.553372781,0.77716186,0.503763197,0.778782113,256,64,256,40
80,0.487510586,0.757206208,0.460245082,0.778782112,8,32,128,80
80,0.510891826,0.746119734,0.48042803,0.777354901,8,64,128,80
20,0.597063961,0.783813747,0.529608622,0.776403425,256,256,128,20
20,0.502358963,0.797117516,0.520345356,0.773549,512,256,128,20
20,0.529649444,0.742793791,0.492074153,0.772121788,64,256,64,20
40,0.526917195,0.750554324,0.491628912,0.77021884,8,512,128,40
40,0.537830166,0.743902433,0.527256916,0.769743102,512,64,512,40
80,0.547706103,0.740576504,0.507047096,0.769743102,32,512,512,80
80,0.557377118,0.723946779,0.517013184,0.769267365,128,32,512,80
20,0.592224214,0.745011086,0.522409445,0.76831589,64,64,64,20
40,0.514862842,0.750554324,0.481798192,0.767840152,64,16,128,40
20,0.543733745,0.747228381,0.50393707,0.767364415,64,32,64,20
80,0.528607486,0.731707314,0.49269609,0.767364415,8,256,256,80
320,0.512218324,0.733924619,0.48848906,0.76641294,8,8,512,320
40,0.513812808,0.733924612,0.497428378,0.765461466,16,128,128,40
10,0.595183657,0.779379157,0.565261599,0.765461466,512,256,64,10
40,0.59572486,0.756097567,0.549570184,0.76450999,512,128,512,40
20,0.546875754,0.739467849,0.508996046,0.763558515,64,16,64,20
10,0.582100015,0.748337029,0.541526594,0.762607041,512,64,64,10
40,0.554476869,0.759423503,0.509885851,0.761655567,64,128,128,40
20,0.572848863,0.750554324,0.524275895,0.759276879,256,16,128,20
40,0.535140094,0.760532151,0.494046893,0.758801142,16,512,128,40
40,0.536954597,0.747228378,0.497516502,0.757373929,128,16,256,40
20,0.531425735,0.754988913,0.500361226,0.757373929,256,8,128,20
40,0.546060945,0.737250557,0.513957097,0.756898192,128,128,256,40
40,0.600478622,0.75942351,0.556726948,0.756898192,512,512,512,40
40,0.54232193,0.728381375,0.505665768,0.756422454,32,64,128,40
40,0.544760874,0.749445672,0.505877381,0.75547098,128,8,256,40
40,0.568932617,0.713968952,0.541693837,0.75356803,512,16,512,40
40,0.559958291,0.732815966,0.521474262,0.753092293,64,256,256,40
20,0.598608668,0.740576497,0.557554484,0.752616556,128,512,128,20
40,0.528757378,0.743902439,0.515126888,0.751665081,8,64,128,40
160,0.546552411,0.71064301,0.513269027,0.751189344,32,32,512,160
80,0.558610011,0.713968966,0.521407025,0.751189343,64,32,512,80
40,0.567660202,0.72283814,0.520611755,0.750713606,32,512,256,40
160,0.571036523,0.715077613,0.536831078,0.750237869,16,64,512,160
10,0.547556029,0.732815964,0.518243789,0.748810657,512,8,64,10
40,0.54112711,0.719512195,0.509477656,0.748810656,32,32,128,40
20,0.59018462,0.7172949,0.545846952,0.748334919,32,512,64,20
80,0.546878384,0.72062085,0.512972978,0.747859182,128,8,512,80
80,0.546195298,0.712860315,0.509918971,0.747859182,32,8,256,80
20,0.587088603,0.72172949,0.547976525,0.747859181,32,128,64,20
20,0.574208825,0.72616408,0.555135592,0.746907707,256,128,128,20
80,0.544334692,0.736141906,0.505361017,0.746907707,8,512,256,80
40,0.599230225,0.741685138,0.55542779,0.746907707,512,32,512,40
10,0.579104054,0.746119734,0.570663619,0.74643197,512,128,64,10
20,0.577617263,0.719512195,0.528141634,0.74643197,256,32,128,20
40,0.541175423,0.7172949,0.509974877,0.746431969,32,16,128,40
10,0.575430285,0.7172949,0.569045589,0.745956232,256,64,64,10
40,0.553365706,0.731707315,0.517944717,0.745956232,128,64,256,40
20,0.582336095,0.719512195,0.533434442,0.745004757,256,64,128,20
40,0.578337194,0.710643023,0.540199972,0.74452902,256,128,512,40
20,0.551321697,0.758314856,0.523541739,0.74452902,32,32,64,20
40,0.546450479,0.72616408,0.519746094,0.74452902,32,128,128,40
40,0.565839847,0.713968966,0.529626315,0.744053283,512,256,512,40
20,0.546625927,0.736141907,0.5297476,0.743101807,128,8,128,20
80,0.551317012,0.70620843,0.515682026,0.742150334,16,64,256,80
10,0.633297207,0.770509978,0.593067776,0.741674596,512,512,64,10
10,0.551718209,0.710643015,0.524247971,0.74072312,512,32,64,10
20,0.571547363,0.730598669,0.535898648,0.740247383,32,256,64,20
20,0.59478114,0.741685144,0.542942456,0.739771646,128,128,128,20
80,0.56321506,0.718403542,0.525758252,0.739771646,64,128,512,80
40,0.611108877,0.702882491,0.563954819,0.739295909,256,512,512,40
40,0.612241259,0.711751671,0.554211783,0.739295909,256,256,512,40
40,0.537639068,0.707317073,0.513745112,0.739295909,8,16,64,40
40,0.576283192,0.70620842,0.539001669,0.739295908,256,16,512,40
10,0.669142962,0.718403548,0.6112657,0.738820171,256,256,64,10
40,0.558307138,0.717294904,0.516608736,0.738344434,64,32,256,40
40,0.578268246,0.733924613,0.55942441,0.738344433,128,32,256,40
10,0.622529221,0.743902439,0.572507104,0.737868696,512,32,128,10
80,0.575253516,0.719512202,0.536748923,0.737868696,32,256,512,80
40,0.554363733,0.711751663,0.520807453,0.736917221,16,64,128,40
40,0.565216309,0.708425717,0.528873868,0.736441484,64,16,256,40
80,0.564391761,0.708425725,0.52730508,0.735965747,32,16,256,80
10,0.597605912,0.737250554,0.567828193,0.735965747,256,512,64,10
20,0.639363867,0.722838141,0.589802284,0.735965747,512,256,256,20
80,0.56018367,0.708425728,0.519985542,0.735965746,64,16,512,80
20,0.600958949,0.70842572,0.57453311,0.73549001,64,256,128,20
10,0.571972601,0.710643015,0.539824329,0.73549001,256,16,64,10
80,0.561781812,0.709534375,0.529032225,0.73549001,32,128,512,80
80,0.568177527,0.707317081,0.527997724,0.735014273,64,64,512,80
20,0.60560004,0.711751663,0.56629216,0.734538535,128,256,128,20
40,0.595264719,0.70288248,0.550363632,0.734538535,64,128,256,40
20,0.567526539,0.713968958,0.536917264,0.734538534,32,8,64,20
10,0.602757998,0.718403548,0.596674406,0.734062797,256,128,64,10
80,0.576743637,0.702882478,0.541782123,0.732159848,16,512,512,80
20,0.585060693,0.703991131,0.545016612,0.73168411,64,32,128,20
20,0.582526965,0.700665193,0.546295872,0.731208373,256,8,256,20
20,0.57754846,0.729490022,0.536139084,0.730732635,32,16,64,20
20,0.5903308,0.699556541,0.562367429,0.730256899,16,256,64,20
40,0.5661868,0.702882487,0.53807179,0.729781162,64,8,256,40
20,0.578078156,0.711751663,0.558862202,0.729781161,128,64,128,20
80,0.582340685,0.702882478,0.54826919,0.72978116,32,32,512,80
40,0.55108968,0.716186257,0.532685594,0.729305424,64,64,256,40
10,0.640580766,0.702882483,0.571275573,0.729305424,128,64,64,10
40,0.611809312,0.701773831,0.566602524,0.728829686,256,32,512,40
20,0.617191667,0.708425717,0.567251745,0.728829686,256,32,256,20
40,0.600701012,0.701773834,0.561926335,0.727878212,64,512,256,40
20,0.613645084,0.715077605,0.564790924,0.727878212,32,64,64,20
20,0.576182515,0.701773836,0.556174275,0.727878212,128,16,128,20
80,0.57499814,0.70177384,0.543609852,0.727878211,16,8,256,80
10,0.610174718,0.709534368,0.578674976,0.727402474,256,32,64,10
40,0.5692784,0.710643015,0.54071187,0.727402474,8,64,64,40
20,0.572174262,0.702882481,0.544541497,0.727402474,256,16,256,20
20,0.621246327,0.70177384,0.559139334,0.727402473,256,512,256,20
40,0.574434501,0.713968952,0.542907003,0.726926736,256,64,512,40
20,0.617107102,0.713968959,0.569400691,0.726451,512,128,256,20
20,0.589960729,0.701773836,0.562335858,0.726450999,16,512,64,20
10,0.627306394,0.710643015,0.595152,0.725975262,512,256,128,10
40,0.561569713,0.70842572,0.534551052,0.725975262,64,8,128,40
20,0.633583773,0.701773831,0.598130531,0.725975262,512,128,512,20
80,0.562959355,0.700665193,0.534264549,0.725975261,16,16,256,80
80,0.590078748,0.700665196,0.552943239,0.725499525,32,16,512,80
20,0.595400171,0.707317068,0.556594688,0.725499525,512,8,512,20
20,0.610358925,0.701773832,0.576826812,0.725499524,64,256,256,20
160,0.57180921,0.707317068,0.537663852,0.725023787,16,32,512,160
80,0.587511434,0.699556549,0.554552837,0.725023787,16,128,512,80
10,0.602144681,0.705099778,0.578602737,0.725023787,512,64,128,10
10,0.66966734,0.700665188,0.667433035,0.724548049,512,512,128,10
20,0.570118453,0.707317077,0.535414694,0.724548049,512,64,256,20
40,0.596224447,0.699556549,0.565558412,0.724548049,128,512,512,40
40,0.596717303,0.699556545,0.561736397,0.724548049,32,8,256,40
20,0.660467455,0.705099786,0.605299428,0.724548049,256,256,512,20
20,0.596078188,0.698447893,0.568909365,0.724072313,16,64,64,20
10,0.581366991,0.701773836,0.555809555,0.724072312,128,8,128,10
160,0.595909813,0.701773844,0.57313457,0.724072312,8,8,512,160
20,0.671491935,0.698447901,0.60732376,0.723596575,512,256,512,20
40,0.544041143,0.706208426,0.526101438,0.723596574,8,8,64,40
40,0.595965935,0.701773839,0.557740071,0.723120838,16,512,256,40
160,0.506629549,0.700665193,0.479101455,0.723120838,8,8,256,160
80,0.578449041,0.700665188,0.549594129,0.723120838,8,8,128,80
80,0.592785969,0.701773836,0.553529818,0.723120838,8,16,128,80
10,0.575444838,0.703991131,0.548300145,0.723120837,512,8,128,10
160,0.599424702,0.699556549,0.567035989,0.723120837,8,32,512,160
20,0.572950741,0.709534368,0.54134608,0.723120837,128,8,64,20
40,0.592375551,0.702882478,0.559334029,0.723120837,128,32,512,40
40,0.582823604,0.699556541,0.559373115,0.722645101,8,32,64,40
40,0.578600077,0.698447901,0.550978488,0.7226451,128,8,512,40
160,0.569070351,0.703991138,0.542582397,0.7226451,16,16,512,160
10,0.633433469,0.700665188,0.589638066,0.7226451,128,32,64,10
10,0.636337452,0.699556541,0.595425076,0.722645099,64,128,64,10
40,0.601252699,0.700665183,0.565919732,0.722645099,128,128,512,40
40,0.583010996,0.699556549,0.550115667,0.722645099,128,16,512,40
80,0.598975259,0.701773831,0.572783587,0.722169363,32,8,512,80
20,0.588763608,0.710643012,0.551597615,0.722169363,256,128,256,20
10,0.592618496,0.703991131,0.56002036,0.722169363,128,8,64,10
20,0.578961746,0.700665186,0.546421616,0.722169363,512,32,256,20
40,0.590555898,0.702882491,0.563906114,0.722169363,64,8,512,40
10,0.663873479,0.699556541,0.595174777,0.722169362,512,128,128,10
20,0.590846294,0.705099778,0.565737219,0.722169362,64,128,128,20
80,0.609409333,0.698447889,0.571045671,0.722169362,16,8,512,80
80,0.602407208,0.700665183,0.566704027,0.722169362,16,256,512,80
80,0.591849267,0.700665196,0.558584992,0.722169362,32,64,512,80
160,0.569867493,0.705099786,0.541460066,0.722169362,16,8,512,160
80,0.602363293,0.698447901,0.57253927,0.721693626,16,64,512,80
20,0.604536897,0.701773836,0.560395422,0.721693626,128,32,128,20
40,0.615682387,0.69844789,0.590918467,0.721693626,8,32,256,40
40,0.598622668,0.698447893,0.579839162,0.721693625,16,8,128,40
40,0.60808796,0.69844789,0.588135391,0.721693625,8,64,256,40
20,0.595366972,0.716186253,0.561931709,0.721693625,64,64,128,20
40,0.596508527,0.69844789,0.56441401,0.721693625,16,64,256,40
40,0.600554076,0.698447901,0.571593771,0.721693625,64,64,512,40
160,0.615978905,0.700665183,0.581279126,0.721693625,8,64,512,160
40,0.589357011,0.69844789,0.549673132,0.721693625,32,256,256,40
10,0.671604705,0.701773839,0.640293822,0.721693625,512,512,256,10
40,0.610382305,0.700665193,0.57854453,0.721217888,8,512,256,40
40,0.598507434,0.69844789,0.560331949,0.721217888,256,8,256,40
20,0.589410326,0.699556541,0.572268273,0.721217888,16,128,64,20
20,0.598531907,0.698447893,0.570106243,0.721217888,64,16,128,20
