round_epochs,val_loss,val_acc,loss,acc,first_layer,batch_size,epochs
20,0.5489011755803737,0.7250554323725056,0.5559517703489617,0.7117031396966566,16,64,20
10,0.5757584941889389,0.7272727316340427,0.5788798259622591,0.7069457665610381,256,256,10
10,0.8494212862657602,0.677383594925282,0.9121634656196543,0.6056137011802049,8,256,10
80,0.49826914164549496,0.7671840361375237,0.4885868537891036,0.7759276883699687,64,256,80
80,0.5605436170973429,0.7272727316340427,0.5673876619134824,0.7078972413469563,8,256,80
80,0.6206282193539148,0.7161862599083166,0.6062313665899064,0.7050428165922156,8,512,80
20,0.5454175879315633,0.7350332594235033,0.5408472259990609,0.7231208370709623,64,128,20
80,0.6679986676990061,0.7305986631471671,0.6262181119392533,0.7117031398100813,32,512,80
10,0.6785316865089992,0.7139689622327123,0.6798846100649303,0.6941008569511428,32,256,10
40,0.6049355849987124,0.7150776124582058,0.5966828451283652,0.7074215029898878,32,512,40
10,1.0601830744161838,0.685144125225803,0.8835671255976444,0.6931493810309783,16,256,10
160,0.4632760373557486,0.8026607559948433,0.4529288998112919,0.7978116087296483,32,256,160
20,0.5329107922355246,0.7405764966740577,0.5418037513003363,0.7221693630223043,32,64,20
40,0.5677860126791402,0.7272727340129421,0.5679256671616058,0.709324453242272,64,512,40
80,0.42974466019353424,0.8226164045460737,0.41527151193763956,0.8287345391585643,256,256,80
160,0.43106827503297385,0.8181818183139793,0.4405477578077398,0.808753568540858,8,128,160
10,0.6967146491792937,0.7272727338807811,0.681797361169737,0.7074215025929016,64,512,10
320,0.12256646412373118,0.9844789356984479,0.12078752874846009,0.9819219793511162,8,64,320
80,0.4572794602609791,0.8159645244710462,0.4516027087148998,0.7963843955866616,128,256,80
20,0.5957797107569659,0.7239467849223947,0.5842536792768738,0.7059942904140244,16,128,20
40,0.37887386029416864,0.8580931262536482,0.35985206392240116,0.8682207428875931,256,64,40
320,0.2529567813793994,0.91574279326293,0.24100458236335007,0.9224548047208196,64,256,320
320,0.11353129130311129,0.9778270509977827,0.10132369484848118,0.9814462416745956,128,128,320
10,0.5721163125894551,0.7272727272727273,0.5819180231225933,0.7093244522781627,128,128,10
320,0.1257207741229867,0.9745011086474501,0.1174453219964207,0.9800190290987322,16,64,320
10,0.7026123064848906,0.7095343680709535,0.6730700604241877,0.7045670797096674,16,128,10
20,0.5483754657853205,0.7583148583868919,0.5377330931451182,0.7183634633115085,512,256,20
40,0.6002052986701153,0.7184035476718403,0.5944628616268582,0.7083729773788198,8,128,40
20,0.569605395032667,0.7272727272727273,0.5678705887268204,0.7093244535825459,32,128,20
160,0.35403147128363144,0.8558758313534265,0.34370663631654264,0.8572787825659726,8,64,160
160,0.28478654036236445,0.8946784884067966,0.2931248208491945,0.8967649856144536,256,256,160
20,0.6486076543442162,0.720620842572062,0.6050570872031883,0.7064700284875313,8,64,20
80,0.3253023344899493,0.868070953304646,0.3162791529913157,0.8753568029312947,64,64,80
