round_epochs,val_loss,val_acc,loss,acc,first_layer,second_layer,third_layer,batch_size,epochs
80,0.3268766596814217,0.8647450147869846,0.3509365393364577,0.8572787816018632,128,8,256,512,80
320,0.07932768644818709,0.9844789356984479,0.08987140629997036,0.9819219790675547,16,32,512,256,320
40,0.4837334393926312,0.7549889156400761,0.5075680256513728,0.7497621316437943,128,128,16,256,40
40,0.5598655295477738,0.7328159633338319,0.592065694273142,0.7064700290546544,16,512,128,256,40
10,0.5932599014030592,0.7317073240777077,0.6240186134936354,0.6979067556978293,128,256,8,512,10
20,0.5494137311193208,0.7361419067414531,0.5747656466618365,0.7026641289468724,8,16,32,64,20
40,0.5687625693640529,0.7305986638079726,0.591979001784302,0.6974310183048702,128,256,8,512,40
40,0.3956223322520499,0.8414634146341463,0.4082914035054868,0.8211227400205342,128,16,16,128,40
40,0.563249668630951,0.7328159633338319,0.5802452668023041,0.7045670782351471,64,256,64,256,40
320,0.041420379872464816,0.9889135254988913,0.043415343334861134,0.9809705042816366,64,16,64,64,320
20,0.4848478542859697,0.7317073169410097,0.5003926199634908,0.6983824922401036,256,512,16,128,20
160,0.07795243154376943,0.983370288248337,0.06760651495956331,0.9790675549933617,32,512,128,128,160
80,0.08389679285513853,0.9745011086474501,0.0821613619275937,0.9738344436708118,256,32,512,128,80
80,0.12510149545984098,0.9733924611973392,0.13836712435554255,0.9609895337773549,64,16,16,64,80
40,0.4296624987590604,0.8181818180496571,0.4549705948747985,0.7968601329796208,32,512,64,128,40
160,0.038589924160894955,0.9889135254988913,0.039226963130719994,0.9847764037088708,128,128,128,64,160
20,0.4314813192297773,0.7305986694908988,0.46347814710451013,0.6969552813088973,128,256,8,64,20
40,0.475151899846853,0.7317073169410097,0.5198137916121224,0.6979067559813908,8,128,8,64,40
160,0.13915396526356758,0.9778270508656216,0.156491353795939,0.9562321604148872,8,16,16,128,160
160,0.0542081036251823,0.9844789356984479,0.05290279086221977,0.9809705042816366,16,512,512,64,160
160,0.06782639066290168,0.9789356984478935,0.06652385004921033,0.9747859181731684,256,16,256,128,160
320,0.03263337633463073,0.991130820399113,0.03502268612484043,0.9885823025689819,64,8,32,64,320
80,0.24232938072898172,0.9057649662119321,0.2692332645465259,0.8929590871513287,32,512,128,256,80
20,0.5801606013082348,0.7317073168088486,0.6096732323221884,0.6974310184750071,32,16,256,256,20
160,0.0709017988649546,0.9844789356984479,0.08005635988332338,0.9785918176004027,64,32,32,64,160
40,0.4011889012187653,0.8392461196017635,0.4218549257964888,0.8063748811223641,64,128,16,128,40
320,0.0673465070762814,0.9855875849988138,0.05841874729285458,0.9833491915299936,256,64,16,256,320
10,0.5900278551351205,0.7317073169410097,0.6188586234592688,0.6969552803447879,16,64,8,64,10
40,0.43890843442961275,0.8148558759636466,0.4652698050216762,0.7787821122173124,64,64,8,128,40
10,0.5524302468595906,0.7372505541915639,0.5864602384626242,0.6993339678767065,64,32,512,64,10
160,0.33518252344987876,0.8625277071992997,0.34581701575178514,0.856327306815945,32,16,256,512,160
160,0.08676849515435436,0.9811529933481153,0.09862060576932528,0.9785918178839643,64,32,32,128,160
20,0.5509044757967778,0.7372505541915639,0.5866420552006911,0.7017126543878034,32,64,128,128,20
320,0.08259302398763976,0.9822616407982262,0.03634670897113154,0.9914367269267365,8,128,512,128,320
160,0.08673008055552146,0.9822616417233537,0.08665432634946849,0.9785918176004027,256,64,32,256,160
20,0.4024837627643492,0.8303769401330376,0.4346329466600173,0.8039961948381165,256,8,128,128,20
320,0.09328607112962232,0.9778270516585881,0.1032094424758833,0.9809705042816366,128,16,128,512,320
40,0.09310699755660447,0.9767184035476718,0.11826654394590548,0.9567078968437369,512,64,256,64,40
320,0.047725066088321735,0.9855875831485588,0.034585850616362296,0.9900095147478591,32,16,64,64,320
10,0.5905649231172718,0.7317073240777077,0.6230038618270155,0.6979067560948155,64,128,64,512,10
80,0.12161941535589171,0.9733924611973392,0.11707801637651805,0.960513796951519,256,256,128,128,80
80,0.10667808457151749,0.9745011086474501,0.11880656848568558,0.9652711708811098,64,64,256,128,80
40,0.5731744642003941,0.7361419137459901,0.6002474115872587,0.6993339677632819,16,256,256,512,40
160,0.2831956741550809,0.9002217320010826,0.3053702796560373,0.8882017121442038,128,64,32,512,160
10,0.5994028363153834,0.7305986766275968,0.6729571053689145,0.6960038051618835,128,256,512,512,10
320,0.11827439532311687,0.9667405647343384,0.11092191193780936,0.9738344439543734,32,32,128,512,320
160,0.08441059228586252,0.9811529933481153,0.09044573981346798,0.97478591845673,16,16,64,64,160
20,0.5753803674767657,0.7339246098588152,0.6014943729685558,0.699809705156241,64,256,64,256,20
40,0.3510942106897181,0.8569844788035373,0.38317021208644253,0.827307326242427,512,32,128,256,40
160,0.3343208993221334,0.8791574313741037,0.34415295745620944,0.8625118930378377,64,64,8,512,160
320,0.19551343412991373,0.9501108531148365,0.1873430819255074,0.9367269273035647,8,256,16,512,320
20,0.5939540627790396,0.7350332533440939,0.6217777928094655,0.6979067553008431,128,64,32,512,20
320,0.09217715901043885,0.9733924621224668,0.07040170371730933,0.9781160802074436,128,8,512,512,320
160,0.1152991703701125,0.9722838145401949,0.11454806249982169,0.9681255952388643,512,16,256,512,160
10,0.6024611179950232,0.7328159713956575,0.627837099652422,0.6964795438025136,128,16,32,512,10
10,0.6038741101975451,0.7317073111259224,0.6250230494167099,0.697431017907884,8,32,256,512,10
320,0.05039444042084751,0.9778270528480377,0.0295837941029234,0.9904852521408183,256,512,512,256,320
160,0.05082769537171113,0.9855875831485588,0.06556316804704385,0.9762131306356072,16,512,8,64,160
10,0.601985191294465,0.7305986693587377,0.6347810147378016,0.6979067548471445,16,128,256,256,10
160,0.07155270075751778,0.9778270509977827,0.07083088665009679,0.9766888680285664,32,256,256,128,160
40,0.33221614301336844,0.8614190686039809,0.3529649028372016,0.8434823984537206,256,32,16,128,40
160,0.06840953508396107,0.9767184063230544,0.06884549270347683,0.9776403430980461,128,512,256,256,160
20,0.5884299698531495,0.7305986684336102,0.6132907802212476,0.6983824930907884,32,512,32,256,20
20,0.5193083995329567,0.7372505541915639,0.5570656131495758,0.721693625062222,32,16,8,64,20
10,0.5812124754002777,0.7339246118412314,0.636201617096176,0.6955280682793353,16,256,64,128,10
20,0.5338991202430556,0.7461197337924509,0.555597982613049,0.7012369178455291,64,8,64,128,20
10,0.5878905012311534,0.7317073169410097,0.6268461023366076,0.6950523307729516,256,128,32,128,10
10,0.49477645834110795,0.7439024388922292,0.5179140139034427,0.7326355848167194,512,8,8,64,10
80,0.5546008472696377,0.7339246189779294,0.5823687628606293,0.7078972410633947,8,128,8,512,80
320,0.07604338427770164,0.9822616426484813,0.08741874257005135,0.9804947667752528,256,8,512,256,320
80,0.1904796583623421,0.9401330353151139,0.1976609300790119,0.9324452898028235,128,64,128,256,80
40,0.3942881332268472,0.8348115316515752,0.40958375130008223,0.8168411041644502,512,512,256,256,40
10,0.590756153848906,0.7305986693587377,0.6231638205607203,0.6974310180213086,32,512,64,256,10
40,0.6024491333644301,0.7328159716599797,0.6240262705070648,0.6974310177377471,8,8,32,512,40
160,0.06650679882310183,0.975609756097561,0.06094417247485252,0.9771646054215254,128,32,512,128,160
10,0.5970344822977705,0.7294900220407879,0.6378455245415445,0.6964795425548427,8,64,512,64,10
10,0.5742100152102384,0.7317073169410097,0.604157011073391,0.6969552811954727,64,32,128,128,10
320,0.0435264139145018,0.9889135254988913,0.038577736659306895,0.9885823028525436,8,64,512,128,320
80,0.4066517509668735,0.7583148495320999,0.4331653130893816,0.7107516650241631,512,512,16,512,80
10,0.5804109512570164,0.7317073158837211,0.6074125465611749,0.6979067550172815,128,8,512,256,10
320,0.051045763327486136,0.983370288116176,0.044519283519003305,0.9833491918135552,512,8,256,128,320
10,0.5970805258285709,0.7317073158837211,0.6287674407069735,0.6964795428384042,128,128,32,256,10
40,0.22917546163377106,0.9268292681605218,0.2542062252334591,0.892959087037904,16,16,512,64,40
10,0.6067031210912041,0.7239467847902336,0.6292150459552696,0.6888677445510588,16,8,8,128,10
20,0.5807641568839418,0.7317073169410097,0.6096542140736566,0.6979067560948155,16,128,16,128,20
20,0.6357966506824789,0.7305986694908988,0.6466435135601817,0.6969552813088973,256,256,8,128,20
40,0.5762872579621106,0.7350332662958792,0.606351188769463,0.6979067558112539,32,16,64,512,40
160,0.1591233725756605,0.9623059824670762,0.1423766719271295,0.9533777360571327,8,512,16,256,160
40,0.46786022873516886,0.79490022172949,0.5010581067014489,0.764985727651362,8,64,128,128,40
320,0.06622452565578293,0.9822616426484813,0.04348900617870345,0.9900095143508729,64,512,64,256,320
320,0.1042467606008185,0.9800443477482594,0.09881373913116845,0.9785918176004027,64,16,8,256,320
40,0.5903651833269918,0.7305986638079726,0.6165533057289051,0.698382493204213,8,128,16,512,40
80,0.2788121481229884,0.876940133037694,0.3134484852245033,0.8615604182519195,8,16,32,64,80
20,0.5609069072750879,0.7416851462387457,0.5813090366255546,0.6979067551307061,512,32,8,256,20
10,0.5889683328816737,0.7317073169410097,0.6202183837668312,0.699333967423008,64,256,128,64,10
10,0.6139440697735535,0.7317073111259224,0.6375831837431801,0.6974310174541855,8,128,16,512,10
160,0.054307004308819504,0.9878048780487805,0.046919918836198116,0.9833491912464319,128,32,32,64,160
40,0.4686055463592123,0.7949002147249531,0.502913694258081,0.7678401528598012,512,64,512,512,40
320,0.062710687418999,0.9822616426484813,0.041009316885477015,0.9862036156041865,64,256,128,256,320
40,0.44854339111406366,0.8082039911308204,0.4708609035137605,0.7811607986149847,16,8,256,128,40
80,0.5282364516062641,0.7361419067414531,0.555431528277447,0.70599429177512,16,16,8,128,80
160,0.401447174157906,0.8314855922087862,0.4182605163808327,0.8154138913050252,8,512,32,512,160
10,0.5951534857242441,0.7283813745906771,0.6186038166653192,0.695052330659527,16,16,8,128,10
160,0.2637542403590124,0.9090909094873924,0.25400593387694953,0.8981921975097693,16,16,64,256,160
160,0.052468820861200006,0.9855875831485588,0.06098702742313199,0.9757373935262097,64,8,64,64,160
20,0.4779254798085621,0.8104212858988811,0.49138136045009495,0.7616555659006483,256,512,256,128,20
160,0.09349528776105914,0.9866962324489247,0.10150810755030752,0.9819219790675547,512,512,8,256,160
160,0.45381423341990046,0.8104212914496463,0.4700979743539209,0.786393911071781,16,32,32,512,160
80,0.3406290222298015,0.8536585275984128,0.36095891063492375,0.8420551862748433,128,256,256,512,80
40,0.5675344913867519,0.7339246098588152,0.5998886938213054,0.6988582296330627,16,64,8,256,40
40,0.37153470886255846,0.8403547671840355,0.40419029094966447,0.8263558520236319,128,128,16,128,40
320,0.06852173959700072,0.9855875831485588,0.08166465916795804,0.9785918173168411,8,8,256,128,320
160,0.17056681496605375,0.9467849209409067,0.18279210986351535,0.9324452900863851,16,512,128,256,160
20,0.5792685251542575,0.7305986694908988,0.6096630291525916,0.6969552813088973,64,512,8,128,20
20,0.5881624616963371,0.7328159584438722,0.6163286017759089,0.6974310184750071,512,512,512,512,20
40,0.14730074400383722,0.9678492238146238,0.17972643333146052,0.9348239774481667,256,128,8,64,40
20,0.3843418236185865,0.8403547671840355,0.3999099482761804,0.82492863973133,256,16,256,128,20
20,0.6596697838502026,0.7317073240777077,0.6616574497476971,0.6979067556978293,8,8,8,512,20
10,0.5380144908925117,0.7328159643911205,0.5776671438870489,0.7069457664476135,128,16,64,64,10
80,0.09634167451138903,0.9811529933481153,0.0996520188482005,0.9700285435630297,256,16,256,128,80
10,0.5740476086768765,0.7317073169410097,0.5997950448862832,0.6969552813088973,512,512,8,128,10
160,0.0540883411919727,0.983370288248337,0.05583781293184841,0.9804947674558007,32,128,128,64,160
80,0.29727210524076897,0.8835920206459028,0.30549968384936466,0.8653663173955923,256,32,256,512,80
10,0.5887116795104254,0.7317073158837211,0.6151258659635012,0.6974310185317195,32,8,256,256,10
80,0.44321591706075053,0.8070953362796893,0.47183027199968397,0.7963843958702232,32,256,256,512,80
10,0.5947513267100518,0.7305986694908988,0.6195724182872971,0.6969552810253358,128,512,8,64,10
10,0.5799896526759586,0.7317073169410097,0.6101775748405311,0.6960038052753081,64,512,256,64,10
20,0.5540942827243762,0.7339246118412314,0.5931471176764491,0.7007611803391454,16,256,32,64,20
40,0.31397655246130907,0.8680709534368071,0.3473509298008357,0.857278782282411,64,16,32,64,40
160,0.07430394426682042,0.9822616407982262,0.09483560395881632,0.9714557567060164,128,128,8,64,160
10,0.5974977156539714,0.7317073158837211,0.6473713827405397,0.6983824934877746,128,256,64,256,10
40,0.5869920377985073,0.7328159585760332,0.6142970821496762,0.6988582296330627,8,16,32,512,40
80,0.1108029338876054,0.9656319290465631,0.12203380109637721,0.9557564217742571,16,64,256,64,80
20,0.5453754685273985,0.7583148557436704,0.5680455606285444,0.7078972406664085,16,64,512,128,20
80,0.49208064215410574,0.7749445607551185,0.524491391615228,0.7497621308498219,8,64,64,512,80
40,0.3870594032984351,0.8381374730767802,0.4112509945735378,0.8254043761034674,512,512,128,256,40
160,0.20121498296900495,0.9556540986915385,0.21501297408007758,0.9319695521263028,64,128,8,256,160
40,0.2166210171124359,0.9368070952115196,0.2518210974650424,0.9081826830454717,64,512,32,64,40
80,0.05968182267179246,0.983370288116176,0.06511969626531161,0.9795432923863209,256,256,256,64,80
20,0.5596056624156672,0.7328159643911205,0.5942658383317724,0.7002854420955016,32,64,64,128,20
80,0.33224128834291994,0.8625277161862528,0.361835260117882,0.8425309228171177,8,64,8,128,80
20,0.5603776512679927,0.7317073169410097,0.5963105696592866,0.6979067560948155,8,8,128,64,20
80,0.46792530194090104,0.7860310351240661,0.486504857252032,0.7749762137541876,32,512,256,512,80
80,0.509102980868515,0.796008862175064,0.5300548642618559,0.7678401529732258,128,64,16,512,80
10,0.5833671526475386,0.7305986694908988,0.6084458681087512,0.6969552813088973,512,256,16,64,10
320,0.16227731657133926,0.9600886800336732,0.17472534630266856,0.9457659374862257,32,256,16,512,320
160,0.41643143764091967,0.8082039837298002,0.4442590265530387,0.7982873454420596,8,8,512,512,160
40,0.4972907000793322,0.7527716184931161,0.5206440618557663,0.7521408176444804,8,512,64,128,40
80,0.3170735775895764,0.8758314826800395,0.34247663004641077,0.8515699338504635,64,16,64,256,80
40,0.15696941709306975,0.9578713968957872,0.16861226004889532,0.9410085638401964,256,128,512,64,40
10,0.5465102191774914,0.7328159643911205,0.5797509417774335,0.6964795429518289,64,16,64,64,10
320,0.04563190531142535,0.9833702900985921,0.029213806034750763,0.9909609898173389,512,256,256,256,320
320,0.0427984711848315,0.9866962305986696,0.031727091736247943,0.9890580405290642,32,64,128,64,320
80,0.0879519027048627,0.9789356984478935,0.10386744321994731,0.9705042809559888,512,64,16,64,80
40,0.5902763050041283,0.7317073240777077,0.6171206386173259,0.6974310181347333,8,32,16,512,40
40,0.5435632261098621,0.7394678471093696,0.5557903305731083,0.7164605132859736,8,512,512,256,40
80,0.07923860666228504,0.9733924611973392,0.08268216497607735,0.9676498572787822,512,256,128,128,80
320,0.050718634403795995,0.9889135254988913,0.0402608804128263,0.9885823025689819,32,16,16,64,320
160,0.06981978058286357,0.991130820399113,0.08062041912415728,0.9838249279588432,256,16,8,64,160
20,0.5815586910279521,0.7294900163578617,0.6105554919941555,0.6983824932609253,16,512,8,512,20
320,0.0699204997946312,0.9800443477482594,0.05311962688159194,0.9843006663159117,16,256,256,256,320
160,0.13967989129065939,0.9700665225475168,0.1350449731557512,0.9595623212014914,32,64,64,256,160
10,0.5824198895970364,0.7305986693587377,0.6049484278506942,0.6979067560948155,256,64,8,256,10
10,0.6175038868730719,0.7328159585760332,0.6522076435592716,0.6969552807417742,8,512,512,512,10
40,0.4429277316429663,0.8015521099985042,0.47421896250672163,0.7835394862603279,64,512,512,256,40
10,0.6001944382016252,0.7317073168088486,0.6354764205971635,0.6964795438025136,256,256,512,256,10
80,0.2370046312753483,0.9168514433562623,0.2562029336204311,0.9000951482158519,512,128,512,512,80
160,0.2223569421704751,0.9312638580931264,0.23378046241178613,0.9105613702938287,8,16,8,128,160
160,0.056781801087430736,0.9889135254988913,0.07437545667756013,0.9747859181731684,8,64,128,64,160
40,0.45627469617353045,0.8126385810634249,0.4601242232334035,0.7925784970101122,32,128,64,128,40
20,0.5804489023669596,0.7317073240777077,0.6107110945413954,0.6983824929773638,256,32,64,512,20
10,0.5955957864181959,0.7317073240777077,0.6181180314945108,0.6974310185884318,128,64,256,512,10
160,0.2051792247861029,0.9390243915655132,0.21143266112037662,0.9300666025544665,32,32,16,256,160
80,0.31273435806223665,0.8713968957871396,0.3111096790129519,0.8658420549586883,8,64,256,128,80
160,0.03850878868148788,0.9889135254988913,0.03902581297959973,0.9857278784947889,512,128,32,64,160
320,0.04463868697242039,0.9866962305986696,0.030910416200516,0.9904852524243799,256,16,16,128,320
10,0.5898281592223173,0.7317073169410097,0.6171451681120752,0.6964795438025136,64,16,32,128,10
10,0.6030255865363483,0.7317073111259224,0.6220737055411915,0.6983824922401036,128,16,256,512,10
10,0.5953405023678443,0.7305986693587377,0.6256177234264014,0.6960038058424314,128,256,512,256,10
40,0.591294625910317,0.7317073168088486,0.6140803812119532,0.6988582296897751,16,8,32,256,40
40,0.5828462371276382,0.7305986693587377,0.6029305220444241,0.6969552800612263,16,8,16,256,40
80,0.248421014941188,0.9079822616407982,0.27116423551804897,0.8962892482214945,64,64,8,128,80
80,0.34295414933344215,0.8580931271787757,0.3554505564903328,0.845861084170845,16,128,128,256,80
10,0.5952771731596564,0.7328159642589595,0.6405128897313954,0.6974310187018564,128,256,128,256,10
320,0.11712944890865994,0.9733924648978494,0.09949660511044067,0.9709800193130573,16,8,512,256,320
320,0.1339857790396113,0.967849211787966,0.13833522374833004,0.9647954334881508,16,256,256,512,320
40,0.4597850944144763,0.8215077606643119,0.46691118258731235,0.7859181737922465,32,8,8,64,40
80,0.5154738183032118,0.7871396898430362,0.5427886693393696,0.7331113219261169,8,8,512,256,80
80,0.4107738803997801,0.8458980061526837,0.4309187373243889,0.8049476682629391,32,256,8,256,80
80,0.33080282159760893,0.8647450109543134,0.3403301994421729,0.8558515706706569,8,128,256,128,80
80,0.2617834252687357,0.9190687337630076,0.29123108609305687,0.8896289247200673,256,512,16,256,80
40,0.23147328455670182,0.925720620710411,0.2589739568169972,0.9062797343243201,512,256,32,128,40
20,0.5855081791095353,0.7317073240777077,0.616951919758921,0.6998097052696657,32,64,128,512,20
10,0.577972441250892,0.7317073169410097,0.5980642067036325,0.6955280687330339,512,256,128,128,10
80,0.1683835023126158,0.9567627461416494,0.18170306755745558,0.9381541382347709,512,64,64,256,80
20,0.596328273845089,0.7305986638079726,0.622591623740464,0.6969552813088973,128,512,256,512,20
80,0.07990116688800757,0.9822616407982262,0.08741659211343975,0.9695528068506185,512,64,512,128,80
40,0.3975311785341631,0.8314855875831486,0.44704863199384637,0.7930542345164958,8,512,512,128,40
20,0.6290558169527751,0.727272721589801,0.6388856219632868,0.6964795434055274,8,16,16,512,20
40,0.567108138305385,0.7328159633338319,0.5942929043415952,0.7036156048103246,8,256,128,256,40
80,0.0863896007845777,0.9789356983157325,0.09846350441480341,0.9714557567060164,256,8,256,128,80
20,0.5425411225554684,0.7494456762749445,0.572587598969435,0.7036156038462151,32,16,32,128,20
160,0.061697016170706824,0.9844789356984479,0.06402516893893623,0.9819219793511162,512,16,16,128,160
80,0.4087992364049222,0.8281596501227757,0.42435591947907614,0.8158896288114088,64,8,512,512,80
160,0.23898314312926416,0.9146341467379466,0.2522906491889146,0.9034253091158808,16,64,16,256,160
20,0.5374967575469726,0.7461197337924509,0.5728494313985931,0.7045670793126811,32,256,32,64,20
80,0.44194893324190127,0.8137472336678178,0.45213435103959065,0.7978116077655389,64,512,512,512,80
160,0.058515991024392144,0.9811529933481153,0.060255968874120124,0.9743101810637709,512,8,512,64,160
10,0.5923503357132364,0.7317073158837211,0.6321337414173486,0.6945765934934172,256,128,32,256,10
40,0.15519994395700368,0.9523281595130717,0.1994555374478069,0.9281636542303011,512,512,16,64,40
20,0.5680413522371431,0.7328159585760332,0.5961966151061453,0.6998097055532272,512,128,16,512,20
10,0.5924187784977339,0.7305986693587377,0.6222134818926411,0.6969552811954727,32,8,128,256,10
320,0.08673937612950405,0.9800443458980045,0.0378910759189206,0.9871550906736662,16,256,512,128,320
40,0.16377719152231437,0.9512195121951219,0.187321363419266,0.928163654400438,32,16,512,64,40
10,0.4683676724819809,0.7649667404443355,0.5242457096912427,0.7335870597160622,256,32,64,64,10
20,0.5739082125761028,0.7317073111259224,0.5990261496190907,0.6969552811954727,512,8,512,512,20
20,0.5863818427147199,0.7317073168088486,0.6170069356400211,0.6974310177377471,32,128,32,256,20
20,0.5821886350733213,0.7317073158837211,0.6109255094056352,0.6979067553008431,8,256,16,256,20
320,0.054290057376787035,0.9855875831485588,0.062472817563335746,0.9819219790675547,16,128,8,128,320
10,0.5815400572415201,0.7317073168088486,0.6138820408867384,0.6993339671961587,128,32,512,256,10
20,0.5435133586966013,0.7483370286926726,0.5723063898131918,0.7207421499927422,8,128,512,64,20
20,0.5703168905230689,0.7328159715278185,0.6029067831760809,0.6979067558112539,512,32,128,512,20
20,0.3792652756372206,0.8392461197339246,0.4207977284203247,0.8035204573317327,256,256,32,64,20
160,0.36687451528339854,0.8536585373783323,0.3923089404428266,0.8239771649454118,8,64,32,256,160
320,0.051140249807990576,0.9878048780487805,0.027076854660298914,0.9919124646032571,64,256,128,128,320
80,0.09467663992601065,0.9767184035476718,0.10645541415454998,0.9695528061700707,64,8,64,64,80
20,0.5896255779689273,0.7328159642589595,0.6155125356990876,0.6998097055532272,16,256,32,256,20
320,0.10374458113524179,0.9667405792720566,0.08968110835546544,0.9719314938154139,8,32,256,256,320
80,0.13158824200640762,0.9700665188470067,0.15936774274885485,0.9462416739150754,16,32,32,64,80
20,0.5143924072682197,0.751662974214871,0.5545351719368536,0.6998097047025424,512,64,512,256,20
40,0.22463039478943775,0.917960088691796,0.2631657428819718,0.8972407224402895,64,256,64,64,40
10,0.5915073671785004,0.7305986638079726,0.6180688735987321,0.6979067552441307,8,8,256,512,10
20,0.26697171750393783,0.9024390243902439,0.2909939011344447,0.8886774502177107,512,8,128,64,20
40,0.4897379641918808,0.7993348090188731,0.5124585050043892,0.7516650805350829,128,32,32,256,40
20,0.5849718078805708,0.7317073111259224,0.6139404808306671,0.6974310180213086,32,16,512,512,20
320,0.054903745316712396,0.9811529933481153,0.04863683743265898,0.980494767172239,512,16,256,128,320
320,0.04677612237847036,0.9866962305986696,0.04350284998837706,0.9843006663159117,128,512,16,64,320
40,0.13818533103623967,0.9623059866962306,0.15707912425786172,0.9505233104517072,256,8,512,64,40
320,0.031203220827616503,0.991130820399113,0.021214512659752518,0.9938154138915318,512,128,32,64,320
80,0.10072205984704774,0.9767184035476718,0.10160285807954596,0.9633682213092735,32,128,256,64,80
10,0.5752565374395535,0.7372505512840203,0.6021658443587945,0.6974310180213086,64,32,16,256,10
10,0.4647404893142421,0.7583148557436704,0.5088079642330772,0.7392959087151328,512,128,256,64,10
320,0.030018034686402576,0.9900221729490022,0.019625672677994397,0.9961941008563273,512,256,128,64,320
320,0.3803679609378003,0.8458979957119589,0.39222400076155656,0.8254043762736044,8,32,16,512,320
20,0.5746442059719906,0.7328159643911205,0.6049881601310934,0.6964795439159382,8,32,128,128,20
80,0.5762962248267197,0.7305986638079726,0.6016819126032059,0.6969552813656097,16,128,8,512,80
10,0.5929747500070711,0.7317073111259224,0.6188029789221389,0.6979067553008431,64,8,256,512,10
320,0.0533953715041445,0.984478937548703,0.04151185035180977,0.9866793529971456,64,16,512,256,320
20,0.5870901551056331,0.7328159633338319,0.6162899427477458,0.6979067554142677,32,256,16,256,20
80,0.4086931572520812,0.8325942376764809,0.42093948292573447,0.8025689818085544,32,8,32,256,80
160,0.21644958331685374,0.9490022139908734,0.2151534120232349,0.9295908658420552,64,64,32,256,160
80,0.39106831218873844,0.8325942367513534,0.4006273547430247,0.8230256904430553,64,64,32,256,80
160,0.051252931257309245,0.9844789356984479,0.04863517161114912,0.9862036156041865,256,256,128,128,160
320,0.08401267428752324,0.9811529951983703,0.07687796577173228,0.9866793529971456,32,32,32,256,320
320,0.046579903194024136,0.983370288248337,0.04451842848601424,0.9819219793511162,128,128,512,64,320
20,0.5832176620177842,0.7305986694908988,0.6152887187267234,0.6979067551307061,8,32,256,64,20
160,0.33009125117187754,0.8691795915034817,0.3495689969080953,0.8463368215638042,32,128,8,512,160
10,0.5487669703701383,0.7705099776948899,0.5674958545519668,0.7012369168814198,128,8,128,64,10
10,0.5828948164329825,0.7305986694908988,0.6138433601944703,0.6969552809119111,256,512,64,128,10
40,0.4453559061243899,0.8226164115506107,0.45966789271012587,0.7854424352650411,256,16,8,256,40
10,0.5644236136962992,0.7305986694908988,0.6134485141307711,0.6955280687330339,64,128,8,64,10
20,0.6360026461850777,0.7305986694908988,0.645781765882454,0.6983824924102405,64,128,8,128,20
80,0.2108637832617284,0.9534368107958537,0.2107968638472961,0.9319695530904122,512,32,16,256,80
320,0.1040779170053629,0.9822616407982262,0.09152381380153315,0.975261655849689,16,64,64,256,320
40,0.2385041661015371,0.9146341463414634,0.2853630351294346,0.8929590867543424,256,512,64,128,40
10,0.6002092904632214,0.7294900164900228,0.6245724013824898,0.6950523307729516,512,64,8,512,10
80,0.3133953279772249,0.883592015755943,0.3408008218662269,0.8672692671375656,256,8,8,256,80
40,0.509652551420512,0.7926829252433354,0.5279503994958952,0.7350142718949395,64,256,8,256,40
10,0.5265846186360869,0.7328159643911205,0.5732427530352214,0.7045670782351471,256,128,256,64,10
160,0.0907718580538312,0.9767184072481819,0.08950907819249537,0.9781160792433342,256,16,64,256,160
320,0.5852689780047093,0.7305986694908988,0.6134172574210235,0.696955281422322,8,512,16,64,320
320,0.05329998684200374,0.9844789356984479,0.03647532145697428,0.9895337773549001,16,64,512,128,320
10,0.6115279384039987,0.7305986638079726,0.6323781766628335,0.6969552809119111,256,8,8,512,10
40,0.5705000603542624,0.7328159642589595,0.5943949417087944,0.7002854423790631,16,128,32,256,40
320,0.1602582455738685,0.9623059880178414,0.18337344319393928,0.9505233116993782,256,512,8,512,320
80,0.07393889832506555,0.9855875830163977,0.09948380589201607,0.9705042819200982,256,256,128,64,80
40,0.10687103783278137,0.974501108515289,0.13903776544202065,0.9500475730587481,512,32,64,64,40
10,0.5200999149197749,0.7494456761427835,0.5619072289153806,0.7174119888091518,256,64,64,64,10
20,0.554077520867409,0.7339246098588152,0.5796571665440822,0.6983824925236652,256,128,32,256,20
80,0.13473698965990358,0.9733924610651782,0.12852365098943266,0.9614652704897662,16,8,128,64,80
160,0.055604024697301656,0.9866962305986696,0.059803147262385864,0.9781160802074436,256,128,8,64,160
320,0.08930676318126878,0.9855875704610956,0.09596329107951483,0.9790675549933617,512,32,8,512,320
320,0.08927164614993559,0.9800443464266487,0.09696086314635317,0.976688868312128,512,512,16,512,320
320,0.4252291543124256,0.7305986694908988,0.49021241539552257,0.6974310183048702,512,8,8,128,320
10,0.5958632520191421,0.7305986693587377,0.6241905189036869,0.6969552813088973,8,512,8,256,10
40,0.5379822599121313,0.7350332573089261,0.5628523257774586,0.7026641299109817,64,8,32,256,40
10,0.6004585763831889,0.7317073168088486,0.6237602365459294,0.6960038064095545,512,128,256,256,10
20,0.5777865472495424,0.7317073158837211,0.603523032252387,0.6983824935444869,16,32,64,256,20
80,0.08325455854017032,0.9822616407982262,0.10706914961338043,0.9652711705975483,256,64,256,128,80
320,0.038337718480640395,0.9889135254988913,0.023108905794490642,0.9914367269267365,512,64,16,64,320
10,0.5997679107998004,0.7317073168088486,0.6334945543055076,0.6974310185884318,128,64,128,256,10
40,0.5545835263713236,0.7328159715278185,0.5863902972608833,0.69838249337435,128,32,256,512,40
