-0.082047722,-0.045629318,0.206360666,0.125406231,-0.3,-0.165598417,-0.295172604,-0.218577194,0,-0.158203955,17.97477057,16.13682197,3.945141946,0,0,0,-0.094061291,-1
-0.065833587,0.080537122,0.157061115,0.11101656,0.0,-0.076882603,-0.047368421,-0.050667182,0,-0.133847741,23.88089876,16.94716285,2.41838737,0,0,0,0.098958186,-1
-0.059354882,-0.011342435,0.215462612,-0.036014234,0.0,-0.076882603,-0.290494254,-0.336004579,0,-0.409842074,33.01796078,22.19254764,2.400830502,-0.924586357,0,-0.080025904,0.210230406,-1
-0.053747296,0.075512351,0.185431024,0.148244551,0.0,-0.076882603,0,-0.328459126,0,0,27.61558613,21.47320808,3.719192666,-0.001608749,0,0,-0.007903612,-1
-0.046541486,0.024608013,-0.172280026,0.14887304,-0.2,-0.142871464,-0.885189437,-1.501694915,0,-0.884871068,-44.33077128,161.219083,0.894121696,-2.742281622,0,0,0.228625283,-1
-0.04316116,0.209211211,0.056913496,0.044293809,-0.4,-0.06605963,0,-0.029217719,0,-0.035281347,18.06422811,12.90913081,1.78355865,0,0,0,0.113564571,-1
-0.037830123,0.091935223,0.262376139,0.076702926,-0.1,0.089644851,-0.218592538,-0.223907651,0,-0.392056214,33.1104842,22.78965288,2.539728129,-0.924375032,0,-0.026801731,0.167768199,-1
-0.033760033,0.070447537,0.203695778,-0.170890686,-0.2,0.057020179,0,-0.672841939,0,-0.295470032,32.97399735,19.0596072,0.607514193,0,0,0,0.103111551,-1
-0.033436655,0.003257109,0.005956489,0.238695847,-0.3,-0.14987312,-0.225336731,-0.2416,0,-0.324766627,26.3593981,21.41309403,2.139499676,0,0,-0.039721963,0.215670735,-1
-0.032129676,0.07155619,0.142007134,0.105673947,-0.3,-0.104227579,-0.295172604,-0.218577194,0,-0.158203955,12.35397988,10.56684694,2.583390408,0,0,0,-0.136857122,-1
-0.030332825,0.043655791,-0.256370672,-0.485312118,0.0,-0.076882603,-0.401527482,-0.456557377,0,-0.326547366,16.28085732,14.95582293,1.776738085,-0.59863524,0,0,0.655722007,-1
